WARNING: --max-time is deprecated, use --time instead
sysbench 1.0.11 (using system LuaJIT 2.1.0-beta3)

Running the test with following options:
Number of threads: 200
Report intermediate results every 3 second(s)
Initializing random number generator from current time

Forcing shutdown in 1801 seconds

Initializing worker threads...

Threads started!

[ 3s ] thds: 200 tps: 3272.22 qps: 19835.55 (r/w/o: 0.00/13224.48/6611.07) lat (ms,95%): 116.80 err/s: 0.00 reconn/s: 0.00
[ 6s ] thds: 200 tps: 1604.82 qps: 9593.93 (r/w/o: 0.00/6384.29/3209.64) lat (ms,95%): 173.58 err/s: 0.00 reconn/s: 0.00
[ 9s ] thds: 200 tps: 2.33 qps: 14.33 (r/w/o: 0.00/9.67/4.67) lat (ms,95%): 1506.29 err/s: 0.00 reconn/s: 0.00
[ 12s ] thds: 200 tps: 12.67 qps: 103.33 (r/w/o: 0.00/78.00/25.33) lat (ms,95%): 7215.39 err/s: 0.00 reconn/s: 0.00
[ 15s ] thds: 200 tps: 35.66 qps: 207.98 (r/w/o: 0.00/136.66/71.33) lat (ms,95%): 8038.61 err/s: 0.00 reconn/s: 0.00
[ 18s ] thds: 200 tps: 78.67 qps: 467.37 (r/w/o: 0.00/310.02/157.35) lat (ms,95%): 11946.04 err/s: 0.00 reconn/s: 0.00
[ 21s ] thds: 200 tps: 0.00 qps: 0.00 (r/w/o: 0.00/0.00/0.00) lat (ms,95%): 0.00 err/s: 0.00 reconn/s: 0.00
[ 24s ] thds: 200 tps: 46.00 qps: 283.98 (r/w/o: 0.00/191.99/91.99) lat (ms,95%): 10917.50 err/s: 0.00 reconn/s: 0.00
[ 27s ] thds: 200 tps: 59.34 qps: 355.69 (r/w/o: 0.00/237.01/118.67) lat (ms,95%): 8795.93 err/s: 0.00 reconn/s: 0.00
[ 30s ] thds: 200 tps: 11.33 qps: 63.66 (r/w/o: 0.00/41.00/22.67) lat (ms,95%): 10343.39 err/s: 0.00 reconn/s: 0.00
[ 33s ] thds: 200 tps: 0.00 qps: 0.00 (r/w/o: 0.00/0.00/0.00) lat (ms,95%): 0.00 err/s: 0.00 reconn/s: 0.00
[ 36s ] thds: 200 tps: 18.00 qps: 113.00 (r/w/o: 0.00/77.00/36.00) lat (ms,95%): 17435.99 err/s: 0.00 reconn/s: 0.00
[ 39s ] thds: 200 tps: 65.35 qps: 393.43 (r/w/o: 0.00/262.73/130.70) lat (ms,95%): 13797.01 err/s: 0.00 reconn/s: 0.00
[ 42s ] thds: 200 tps: 71.32 qps: 422.90 (r/w/o: 0.00/280.27/142.63) lat (ms,95%): 13797.01 err/s: 0.00 reconn/s: 0.00
[ 45s ] thds: 200 tps: 38.33 qps: 236.99 (r/w/o: 0.00/160.33/76.66) lat (ms,95%): 6026.41 err/s: 0.00 reconn/s: 0.00
[ 48s ] thds: 200 tps: 79.70 qps: 469.20 (r/w/o: 0.00/309.80/159.40) lat (ms,95%): 6713.97 err/s: 0.00 reconn/s: 0.00
[ 51s ] thds: 200 tps: 61.31 qps: 380.50 (r/w/o: 0.00/257.89/122.61) lat (ms,95%): 6135.91 err/s: 0.00 reconn/s: 0.00
[ 54s ] thds: 200 tps: 43.67 qps: 256.00 (r/w/o: 0.00/168.67/87.33) lat (ms,95%): 6835.96 err/s: 0.00 reconn/s: 0.00
[ 57s ] thds: 200 tps: 45.66 qps: 281.65 (r/w/o: 0.00/190.32/91.33) lat (ms,95%): 6713.97 err/s: 0.00 reconn/s: 0.00
[ 60s ] thds: 200 tps: 49.67 qps: 287.35 (r/w/o: 0.00/188.01/99.34) lat (ms,95%): 6960.17 err/s: 0.00 reconn/s: 0.00
[ 63s ] thds: 200 tps: 59.67 qps: 354.68 (r/w/o: 0.00/235.34/119.34) lat (ms,95%): 7479.98 err/s: 0.00 reconn/s: 0.00
[ 66s ] thds: 200 tps: 58.00 qps: 350.64 (r/w/o: 0.00/234.65/115.99) lat (ms,95%): 7086.63 err/s: 0.00 reconn/s: 0.00
[ 69s ] thds: 200 tps: 28.66 qps: 169.32 (r/w/o: 0.00/111.99/57.33) lat (ms,95%): 8038.61 err/s: 0.00 reconn/s: 0.00
[ 72s ] thds: 200 tps: 51.01 qps: 311.37 (r/w/o: 0.00/209.36/102.01) lat (ms,95%): 8333.38 err/s: 0.00 reconn/s: 0.00
[ 75s ] thds: 200 tps: 45.67 qps: 275.33 (r/w/o: 0.00/184.00/91.33) lat (ms,95%): 8795.93 err/s: 0.00 reconn/s: 0.00
[ 78s ] thds: 200 tps: 41.33 qps: 241.00 (r/w/o: 0.00/158.34/82.67) lat (ms,95%): 8795.93 err/s: 0.00 reconn/s: 0.00
