WARNING: --max-time is deprecated, use --time instead
sysbench 1.0.20 (using bundled LuaJIT 2.1.0-beta2)

Running the test with following options:
Number of threads: 200
Report intermediate results every 3 second(s)
Initializing random number generator from current time

Forcing shutdown in 1801 seconds

Initializing worker threads...

Threads started!

[ 3s ] thds: 200 tps: 5907.50 qps: 71242.30 (r/w/o: 59368.69/0.00/11873.60) lat (ms,95%): 34.95 err/s: 0.00 reconn/s: 0.00
[ 6s ] thds: 200 tps: 6110.90 qps: 73336.78 (r/w/o: 61110.32/0.00/12226.46) lat (ms,95%): 33.72 err/s: 0.00 reconn/s: 0.00
[ 9s ] thds: 200 tps: 6225.63 qps: 74695.20 (r/w/o: 62245.62/0.00/12449.59) lat (ms,95%): 33.12 err/s: 0.00 reconn/s: 0.00
[ 12s ] thds: 200 tps: 6224.89 qps: 74681.03 (r/w/o: 62234.24/0.00/12446.78) lat (ms,95%): 33.12 err/s: 0.00 reconn/s: 0.00
[ 15s ] thds: 200 tps: 6211.53 qps: 74572.63 (r/w/o: 62147.58/0.00/12425.05) lat (ms,95%): 33.72 err/s: 0.00 reconn/s: 0.00
[ 18s ] thds: 200 tps: 6228.09 qps: 74744.11 (r/w/o: 62288.59/0.00/12455.52) lat (ms,95%): 33.12 err/s: 0.00 reconn/s: 0.00
[ 21s ] thds: 200 tps: 6220.09 qps: 74656.04 (r/w/o: 62213.20/0.00/12442.84) lat (ms,95%): 33.12 err/s: 0.00 reconn/s: 0.00
[ 24s ] thds: 200 tps: 6237.92 qps: 74828.69 (r/w/o: 62357.85/0.00/12470.84) lat (ms,95%): 33.12 err/s: 0.00 reconn/s: 0.00
[ 27s ] thds: 200 tps: 6247.66 qps: 74956.98 (r/w/o: 62456.98/0.00/12500.00) lat (ms,95%): 33.12 err/s: 0.00 reconn/s: 0.00
[ 30s ] thds: 200 tps: 6242.93 qps: 74946.86 (r/w/o: 62460.33/0.00/12486.53) lat (ms,95%): 33.12 err/s: 0.00 reconn/s: 0.00
[ 33s ] thds: 200 tps: 6244.94 qps: 74907.90 (r/w/o: 62421.36/0.00/12486.54) lat (ms,95%): 33.12 err/s: 0.00 reconn/s: 0.00
[ 36s ] thds: 200 tps: 6232.43 qps: 74817.44 (r/w/o: 62350.59/0.00/12466.85) lat (ms,95%): 33.12 err/s: 0.00 reconn/s: 0.00
[ 39s ] thds: 200 tps: 6218.84 qps: 74645.80 (r/w/o: 62205.44/0.00/12440.36) lat (ms,95%): 33.72 err/s: 0.00 reconn/s: 0.00
[ 42s ] thds: 200 tps: 6266.18 qps: 75133.17 (r/w/o: 62605.81/0.00/12527.36) lat (ms,95%): 33.12 err/s: 0.00 reconn/s: 0.00
[ 45s ] thds: 200 tps: 6249.06 qps: 75034.01 (r/w/o: 62534.23/0.00/12499.78) lat (ms,95%): 33.12 err/s: 0.00 reconn/s: 0.00
[ 48s ] thds: 200 tps: 6278.88 qps: 75345.95 (r/w/o: 62787.85/0.00/12558.10) lat (ms,95%): 33.12 err/s: 0.00 reconn/s: 0.00
[ 51s ] thds: 200 tps: 6277.77 qps: 75313.19 (r/w/o: 62757.99/0.00/12555.20) lat (ms,95%): 33.12 err/s: 0.00 reconn/s: 0.00
