      enp1s0      
 KB/s in  KB/s out
12851.74     50.48
11152.88     54.40
12540.63     63.97
19686.95     73.55
19537.59     68.97
19183.19     66.10
14900.10     49.77
19022.04     66.40
18245.97     64.11
17210.27     59.87
17642.23     62.10
15417.20     55.06
15415.65     54.97
12762.49     48.82
19442.60     69.51
 6511.19     27.06
15961.05     83.41
19834.74     74.49
20766.84     75.29
16956.91     59.10
19899.77     95.46
15936.76     62.76
 7899.02     47.30
15449.86     83.67
19703.25     74.46
12161.51     44.10
19888.93     89.39
21582.44     77.58
14386.83     51.79
15611.42     77.38
18331.65     68.31
14058.85     51.44
14731.69     53.77
 6681.62     27.36
17140.04     61.19
15585.99     55.23
22109.20     89.85
15943.93     68.26
17476.80     61.77
11135.85     41.68
21255.94     72.55
17470.68     63.23
18529.75     64.69
16752.67     59.29
19874.85     70.86
15757.57     55.71
17560.89     64.65
17397.70     58.77
17471.37     61.62
17129.22     59.25
17481.41     70.73
 6170.21     25.82
21158.77     75.35
19096.84     69.12
10639.40     55.29
16114.71     70.72
19357.40     71.05
19017.22     71.43
20556.68     74.88
18871.21     80.22
16624.32     67.51
 3769.74     16.71
18535.83     98.30
18700.14     85.37
15802.68     81.61
16995.52     95.99
21098.33    101.99
17316.56     67.61
16964.02     66.28
11478.78     41.20
19013.81     68.73
14045.97     50.25
18338.96     74.97
21797.12    114.67
 8965.85     43.93
17285.78     92.37
21415.75     80.85
15759.91     57.15
15248.68     57.03
16444.45     59.76
16958.58     61.36
16625.88     61.13
10963.21     41.79
21597.42     78.04
17736.71     67.83
13798.65     63.90
18548.79     98.40
11501.94     46.98
 8723.45     37.78
18181.11     84.63
21679.13     85.80
20296.94     71.32
13715.52     60.85
17307.70     69.20
15415.23     54.68
15970.89     93.22
16997.22     96.08
19278.51     98.55
16060.50     72.62
15435.86     60.33
14904.47     53.19
13546.57     61.18
16173.94     61.80
18093.06     63.40
13236.68     51.18
14169.14     51.65
22465.58    101.44
16626.64     59.77
15246.17     54.47
18030.71     63.15
21561.21     95.86
15937.70     59.01
20656.24     86.25
 9862.16     41.63
18882.26    103.00
15085.51     65.60
17141.03     61.35
10970.63     46.35
15255.84     63.93
13191.84     49.26
15434.19     70.86
14398.69     61.24
12699.62     67.19
11141.57     49.40
22964.40     89.84
19709.27     69.65
22131.80     78.54
18124.72     63.65
17480.39     61.03
15928.84     55.52
16956.59     59.61
20383.64     70.37
17821.53     64.22
15414.65     55.96
19192.68     76.98
10971.15     47.64
17662.95     68.25
13330.88     49.24
 7734.28     35.70
18318.90     66.51
22133.15     87.67
14909.11     60.01
12505.96     48.58
11648.61     42.48
21065.79     71.60
21077.00     73.93
15102.61     62.34
11463.53     52.62
22611.00     80.02
17813.59     64.25
20536.57     73.51
18344.38     64.22
15586.18     54.57
15415.29     53.92
15416.03     55.73
17300.95     60.77
20555.61     74.08
19441.14     89.44
 9019.65     37.26
23296.10     83.52
14217.36     51.29
16812.44     59.78
 8022.32     28.59
17941.35     67.59
20946.56     73.80
15073.98     53.91
21076.08     73.98
17095.21     69.65
18213.46     76.03
16131.61     73.24
16643.43     75.16
17649.75     68.59
14901.56     53.39
13541.60     57.86
13141.84     57.86
13956.18     66.20
19871.84     71.63
17141.82     62.06
15245.31     55.68
18382.96     63.83
 7651.57     28.53
20344.14     72.28
20249.59     70.82
21823.61     75.91
14845.08     52.41
13750.97     73.47
12653.47     48.08
20047.02     70.20
15417.80     55.68
15074.14     54.19
23465.56     82.06
18668.59     64.21
22093.74     75.13
17991.72     61.57
18056.93     63.73
18942.41     65.58
16100.06     56.79
17307.58     61.31
15068.70     55.91
18498.22     65.50
14217.29     51.42
20172.32     70.88
17339.04     60.87
17300.61     61.08
17304.05     64.36
12679.21     48.48
20209.89     71.72
21076.44     72.34
18668.12     65.19
16273.03     59.78
16101.82     60.95
15246.41     57.86
15587.01     54.36
21601.89     79.46
10266.56     42.47
15795.74     90.76
15422.79     61.72
15420.98     55.36
16214.81     59.15
18555.19     65.41
21067.46     73.79
21417.24     81.62
10795.91     44.65
13533.22     49.25
19356.43     69.53
19364.68     74.33
15937.08     56.69
21853.51     75.59
 8292.24     32.02
15428.04     65.89
16288.39     72.26
15424.46     62.64
19190.41     67.09
 8571.31     32.32
17882.84     62.44
17573.26     62.01
21070.65     76.54
21069.85     75.19
20552.55     71.71
20775.17     71.62
15550.04     56.06
15928.54     54.79
21067.72     73.87
19531.50     69.13
19356.01     67.62
 5139.75     20.59
17641.77     63.27
20553.01     72.27
19867.15     68.50
20381.93     71.99
11990.07     43.57
18841.89     65.24
17405.31     62.34
18067.24     63.55
15585.82     53.54
20038.21     70.45
11647.87     44.24
15587.25     54.21
10453.55     42.91
15420.43     58.81
14903.27     53.63
13025.77     47.79
11308.39     43.22
17659.13     64.53
14226.39     58.34
13182.38     50.12
 7879.51     30.06
13702.36     48.58
17126.63     57.12
18630.56     64.43
15283.69     55.54
20805.24     73.73
11396.68     41.72
16968.48     69.48
17732.40     63.49
21148.47     73.76
15756.70     55.98
15433.44     72.56
22465.97    104.37
15759.02     57.58
11320.28     45.04
 7369.90     30.50
15514.36     57.12
20970.64     74.25
20381.54     71.10
16617.90     59.58
10620.62     39.60
14386.38     52.76
13704.44     50.76
10047.01     35.51
14369.05     53.69
16292.72     59.26
18564.40     66.05
 8224.03     31.98
10278.40     38.95
15778.64     71.73
 1543.13     10.89
21926.49     78.11
13901.23     65.02
23146.84    102.03
22465.33     86.14
15244.43     53.81
 7542.89     33.54
22612.13     82.26
20228.43     71.20
18672.13     77.13
15266.09     72.60
13892.83     66.49
 7714.49     30.94
16102.36     57.45
20554.97     72.17
14944.57     55.08
10587.04     38.43
22951.50     80.06
15071.55     53.01
18844.68     70.68
10962.35     42.34
15757.17     55.78
11134.35     41.57
15944.80     69.85
20725.74     69.42
19870.25     69.83
16288.52     71.22
21929.68     82.08
15588.76     58.03
17311.25     62.88
15588.48     57.84
18157.27     65.77
14048.20     52.92
13020.13     48.35
17642.72     61.37
 9774.43     45.77
21077.51     83.42
19215.47     83.31
19696.61     69.65
20571.25     71.89
14902.07     54.43
12332.18     45.67
10294.02     52.47
25556.02    122.06
15255.47     60.87
14388.71     53.61
15073.01     55.46
15416.12     55.18
 9765.73     38.55
20398.13     83.25
17643.83     64.43
13552.78     66.84
15423.86     63.14
15255.55     58.48
16116.73     58.34
16105.14     62.46
21583.70     76.82
10806.76     44.87
20909.00     75.19
15929.39     56.81
15758.74     57.07
15414.87     55.45
19526.93     68.07
12513.05     45.93
23143.11     97.91
15427.55     65.70
16979.82     81.85
22951.78     82.66
14562.79     56.35
12848.36     49.61
16448.98     60.45
15074.67     55.74
17143.44     64.99
11306.46     42.72
17131.73     64.01
 8565.61     32.83
22978.50    103.84
15760.26     58.50
15960.94     85.98
19874.48     77.90
16148.92     60.15
14875.69     58.73
24704.77    120.28
11142.24     47.94
16301.68     84.71
 7709.11     31.05
22442.04     80.73
17028.35     61.73
21179.54     72.44
18671.60     67.69
17643.49     64.04
 8053.80     31.54
15424.41     55.98
22095.28     77.16
19355.35     69.43
15588.95     58.02
 7366.86     28.37
18530.01     65.05
20117.29     69.99
16550.77     57.60
19550.59     69.14
20825.66     71.33
16787.39     59.73
18610.54     66.31
20794.96     82.73
16101.25     58.12
 9763.61     37.75
19875.78     70.84
19184.07     69.20
11650.15     46.78
 8330.46     35.85
23570.15     98.20
22449.30     83.96
19868.89     69.19
19370.90     66.57
19216.01     67.35
10415.48     38.37
19695.50     68.60
20401.76     75.34
10947.39     44.06
17302.14     60.63
19014.06     67.49
15482.43     64.16
 8858.83     40.39
11307.54     43.29
 3769.08     16.71
16978.99     80.56
15778.25     60.03
18855.44     80.22
21242.04     76.89
15572.10     55.72
19676.50     68.11
 6534.92     25.68
18710.03     88.25
21071.96     76.15
15074.48     54.55
14566.78     52.72
17299.02     61.71
17127.93     60.50
10962.71     39.57
22640.66     98.39
 8394.05     31.53
17170.26     83.08
15610.43     76.22
15635.70     88.12
16135.87     89.77
19529.38     72.34
22108.52     78.75
18670.70     66.53
11990.80     43.26
16283.19     57.47
 9096.68     46.82
14168.23     72.93
16862.96     62.05
19868.75     68.73
16443.67     58.39
16768.29     60.67
14919.11     51.88
17642.36     60.88
14064.35     50.65
13201.22     66.30
13400.97     59.45
18801.12     71.84
15776.80     57.09
21409.43     75.10
17813.16     62.68
17143.86     59.73
16444.05     58.43
16800.00     59.94
15589.58     57.19
17825.65     73.92
14902.78     53.30
 8565.52     31.94
 7367.14     29.37
 4797.51     19.09
18154.67     63.56
17320.42     70.77
18168.61     64.11
21923.23     74.40
17300.12     59.85
17604.47     61.64
17338.44     60.30
15244.84     54.01
 2741.59     11.03
22960.45     86.26
15244.14     54.42
15243.54     53.12
16442.14     58.41
15243.90     53.99
15421.21     58.14
15085.05     62.44
 8925.81     49.56
15102.29     78.94
16125.40     78.16
15421.80     62.39
17013.88     62.34
15539.26     55.16
15417.62     56.01
16465.43     77.59
11308.30     42.58
18332.16     65.73
19527.97     68.73
17312.80     60.32
19697.00     68.61
17503.00     76.71
 7886.32     36.93
23124.64     82.81
21938.28     76.20
 8394.01     31.20
22267.25     76.80
15586.50     54.86
17814.32     62.63
17471.99     63.92
16614.76     58.88
17829.03     77.34
15735.77     70.98
14525.80     72.35
17928.25     77.61
15439.56     73.90
 9112.60     47.82
13861.73     53.82
 8223.54     31.57
15950.17     68.94
15608.99     75.56
12298.07     55.64
10840.60     43.64
 7025.41     27.96
15958.42     62.86
 5474.84     30.38
22287.40     99.51
19831.36     70.66
13585.74     49.60
15980.27    100.98
10758.33     52.61
14450.80     67.13
15947.13     74.02
 8249.78     42.24
22772.07     83.53
17143.51     61.67
21411.53     75.66
13371.31     48.54
18748.15     74.58
15880.66     62.51
11536.99     46.36
17586.64     62.73
12534.01     47.92
12659.04     48.07
 7909.20     47.63
21932.05     83.73
16314.73     82.52
15420.46     59.81
17497.68     71.18
21611.94    102.78
 8223.30     33.43
19729.67     97.63
16401.47     61.14
18399.98     66.07
12852.75     52.23
20076.29    104.20
19531.69     69.85
18499.99     66.54
19525.31     69.70
16101.70     58.90
20554.10     72.26
15073.17     53.99
20783.32     76.01
 9904.88     56.18
16631.14     74.41
18193.12     97.19
14904.21     55.31
17651.88     62.66
19354.61     68.59
 7880.11     30.35
14731.01     54.59
21238.97     74.44
12333.54     44.48
18193.98     98.28
22985.58    110.16
18569.00     66.73
20844.69     74.32
 9025.19     33.51
19236.44     67.17
17300.29     61.64
14224.91     56.07
 8739.78     36.30
17166.37     94.64
16451.29     65.78
18499.68     65.73
15770.10     66.63
20725.82     72.47
17812.63     64.48
 9595.95     41.52
17489.83     68.32
14891.07     55.22
15931.58     57.52
17472.82     61.14
15591.97     59.56
14388.83     50.79
14217.60     52.23
15420.55     58.26
15597.97     66.31
16795.29     68.02
15587.84     55.72
15249.20     59.54
11822.74     46.36
15013.82     54.39
15823.25     60.57
15952.32     77.98
17503.41     91.23
16160.94     62.45
18529.54     66.93
15521.64     55.07
17129.56     61.68
10459.51     41.13
17463.46     63.81
16145.59     95.06
17847.56     91.29
15597.64     66.25
19699.73     71.29
20895.76     74.70
19386.84     69.38
19327.48     67.94
 7878.97     30.44
16642.91     70.35
 8754.04     48.68
18708.96    101.90
22460.30     84.70
14729.82     53.95
14546.56     77.69
 9635.81     39.53
20896.99     74.41
19873.90     70.56
12679.24     45.45
21765.31     77.04
10622.69     40.86
19356.90     69.69
22108.20     78.27
11475.88     42.66
17007.24     91.45
24932.62    120.33
 7827.04     37.96
17662.33     80.95
11840.81     63.13
21586.73     79.28
19379.44     89.41
 8053.43     32.14
21257.76     77.79
20381.75     68.29
15594.07     63.66
18499.91     65.21
17316.11     75.25
14912.68     63.85
18671.76     68.36
15760.78     57.63
14217.61     50.70
14903.03     55.02
14909.22     60.71
17663.04     81.57
 8225.46     34.06
 1380.53      8.24
19050.55     67.52
14873.21     69.71
 9444.88     55.95
23486.24     94.80
14560.05     51.98
 9253.67     38.70
14637.28     71.66
18450.03     73.92
15590.71     61.13
17664.68     63.41
21742.61     74.65
21753.60     76.45
16635.73     76.98
15604.37     64.52
 7723.91     42.70
15935.35     61.44
14916.38     58.31
16298.18     81.87
22958.34    112.81
15977.24     54.17
15075.20     55.67
10309.05     48.22
20388.73     88.84
17852.10     92.43
16278.38     64.04
22103.60     81.09
12676.27     46.90
19047.22     98.22
15076.46     57.39
15961.70     86.04
11652.29     47.03
16621.48     64.97
 8055.68     34.48
22277.24     86.31
16957.97     60.74
16958.30     61.63
17310.64     72.59
 9442.17     53.53
19532.97     75.51
14906.60     58.40
17844.88     90.65
17304.40     66.07
15946.05     71.67
16791.10     63.61
16989.84     89.81
17312.00     72.72
14907.35     57.73
14398.69     62.20
 8568.43     36.22
 9424.87     38.78
18194.79     98.66
15633.01     91.21
15960.16     84.10
15619.19     84.62
 9768.62     41.77
14758.63     77.17
  541.28      8.29
25547.92     95.27
20509.42     75.77
15417.66     57.81
15418.07     56.24
18339.15     65.83
 6685.30     28.42
17311.03     71.33
15419.14     57.31
12846.28     47.59
21586.33     80.70
17314.26     74.03
 1201.55      9.05
21250.68     84.89
17129.48     60.60
18337.80     67.26
14390.43     54.12
 9251.04     35.68
23482.08     82.32
 2913.11     12.28
21922.53     76.04
16098.20     55.60
16786.78     60.51
18498.09     64.54
13341.98     60.48
18762.99     77.16
21535.25     71.44
16100.50     57.96
12846.46     46.71
10448.48     37.52
15240.36     54.32
17298.44     61.12
19168.17     68.79
18686.08     66.35
18329.17     65.97
20555.77     73.62
15076.70     56.37
14561.07     53.32
14049.40     52.57
17741.38     63.74
16151.31     58.50
18870.19     65.38
 9934.85     35.58
17128.08     60.40
19185.10     67.06
13704.14     50.66
15603.11     56.19
20228.93     86.11
15073.45     53.64
10599.73     41.75
10130.17     40.10
15417.67     57.81
14731.50     53.28
20895.72     72.63
19525.84     68.38
10106.68     37.66
20724.59     73.11
20039.82     71.29
12453.33     57.38
 8820.71     42.64
15758.28     57.28
21262.88     95.82
18162.13     69.72
18226.57     65.63
20794.67     72.89
17853.12     63.61
22300.75     86.89
 9269.82     51.38
10443.06     56.15
17134.99     68.04
22609.01     79.47
16621.09     64.99
22623.21     78.26
16278.44     63.41
15074.94     54.45
20725.51     71.75
17818.29     61.64
 9811.16     36.96
15728.49     70.88
14912.68     63.63
17303.76     66.56
18332.40     67.03
14047.80     51.58
12356.38     65.54
16643.82     84.18
19028.70     80.80
16620.80     64.90
12167.63     50.88
18840.86     68.04
16106.67     61.39
 8738.36     35.81
 9596.75     39.09
 9334.88     52.93
17590.60     71.18
19031.77     67.94
20555.46     73.53
11991.01     45.01
16479.33     92.96
13378.64     65.78
16132.95     87.37
15422.12     62.41
15247.58     55.90
 8568.27     34.77
 7204.16     30.02
11568.30     67.15
12108.33     50.05
15806.28     97.80
 9088.55     43.37
16463.49     75.58
10625.60     46.23
12890.85     68.01
10294.50     67.97
 5031.91     25.33
14854.29     61.09
18676.22     72.91
 8909.94     36.21
18726.96    116.49
23313.54     99.79
15418.76     58.43
10449.46     37.81
16502.63     61.22
15531.34     56.71
15246.94     55.61
20041.59     71.22
17314.43     62.75
12507.23     49.04
 7710.32     33.47
15931.94     59.53
16783.42     60.36
18348.00     78.53
15095.93     72.81
23155.83     90.88
 8744.21     39.96
15630.77     95.66
23675.01    117.23
13421.89     59.46
12144.83     74.42
23148.41    105.46
15602.36     71.29
 8420.34     56.00
22639.02    108.37
16119.68     62.18
 9935.90     37.87
24630.24    120.97
19101.53     82.83
 7370.89     34.06
13881.77     53.44
16673.92     71.49
12139.72     63.28
 9425.28     38.63
19039.00     75.35
18671.97     68.00
15074.07     54.11
12872.52     61.71
19870.45     72.84
17354.36     60.00
22401.11     78.11
13956.96     58.01
16549.39     68.10
18018.72     83.21
16286.05     71.32
11827.29     43.08
17128.90     61.78
20554.28     72.14
15429.54     56.09
16101.50     57.94
17136.51     68.39
15419.44     60.06
17500.53     88.42
16275.60     61.32
13878.02     51.86
16273.77     59.12
10284.69     44.49
17828.86     78.01
14221.75     57.03
15077.09     59.11
16797.56     71.16
20364.01     71.76
12695.25     48.33
18700.25     90.22
15593.87     60.83
 8567.57     31.87
18537.86    100.43
10685.25     58.06
21717.41     82.61
15249.43     59.98
11141.91     48.81
10626.75     45.84
12344.70     54.73
22448.35     77.76
21073.62     74.12
12698.84     45.99
13649.51     52.53
18940.13    107.29
13365.48     67.45
20222.82     74.48
13018.93     48.25
15430.69     64.75
22440.43     78.94
16650.49     78.86
16178.06     78.62
18290.64     66.14
17989.81     67.85
10576.67     65.23
16045.07     92.22
15790.03     86.13
16979.51     82.07
17851.92     96.72
 9768.40     40.98
 6340.62     27.05
20383.54     74.15
16786.59     59.18
18842.21     67.34
22096.01     78.40
12674.70     46.44
10279.09     39.60
19021.29     68.00
16271.61     57.32
11143.90     49.17
15617.82     80.75
15765.14     64.46
16810.38     82.87
16302.68     85.75
23123.97     82.44
11819.50     44.88
15931.00     58.18
13023.86     46.48
16272.78     56.44
15784.14     77.66
15590.21     59.02
18498.12     63.68
15244.57     55.55
15758.38     55.49
12852.88     52.40
15930.89     57.71
11326.84     59.36
 8075.65     50.60
 9263.22     47.27
15086.57     63.18
 7933.88     32.68
16074.37     76.43
11427.37     53.37
21053.86     78.03
17378.68     62.82
19870.91     72.53
12162.41     45.24
17935.12     92.73
17575.94     82.42
 8743.81     37.94
18338.34     74.91
18008.81     86.04
15422.05     61.85
15594.19     63.77
10672.69     40.75
19303.01     69.43
18021.29     95.60
10634.53     51.16
17322.28     81.32
14228.62     61.20
19804.36     81.70
12437.58     66.72
20307.96     81.35
17401.17     61.12
16462.72     65.42
11657.70     52.87
15946.68     60.09
18843.08     67.01
15932.05     56.57
10279.57     38.84
16100.42     58.35
 4626.08     18.86
15438.24     74.18
17862.70    107.01
15957.39     72.75
15592.24     60.52
22441.52     83.08
12506.48     47.02
15447.76     82.27
18336.92     72.64
21410.97     76.13
19101.05     69.05
22195.02     76.55
13701.64     48.83
11232.16     42.36
17552.69     63.20
16627.31     59.10
19869.97     69.35
15246.02     54.97
18509.02     65.70
16269.94     56.41
15609.27     76.59
22610.35     81.88
18497.23     64.38
17984.65     64.47
14905.51     55.34
15931.29     55.28
22113.55     77.63
16958.00     60.47
15092.68     59.56
12847.43     45.92
17641.57     61.13
14217.13     50.57
 3427.23     15.44
20211.34     69.47
19183.77     68.32
18670.73     65.50
16273.06     57.92
20553.11     71.30
19640.78     70.16
18383.95     66.17
16459.13     58.68
14731.29     52.95
12331.62     45.12
14387.86     52.72
21076.27     74.90
20038.96     69.56
17520.24     65.69
12971.91     45.59
16121.76     72.43
10465.51     55.01
22785.68     85.93
10620.78     41.00
19695.72     69.20
16786.94     61.37
14004.26     52.67
16540.32     58.30
15539.98     54.88
13532.54     46.61
12333.92     46.39
14915.06     65.32
15778.44     74.46
 8229.67     39.26
18175.44     82.59
17150.21     80.87
16306.38     86.74
18674.55     68.52
18841.43     65.79
22110.78     79.43
19170.09     68.38
20038.87     70.76
11818.35     43.56
16640.26     81.66
18848.20     72.91
14049.08     51.91
16102.20     57.16
12679.93     49.85
 6854.63     28.11
22780.46     79.09
14045.88     51.34
20212.17     72.60
12502.79     45.43
17318.82     77.70
20046.67     77.96
17472.25     62.78
15956.86     81.18
17133.30     64.76
21316.96     77.75
15170.03     54.61
15439.01     72.82
21415.62     82.28
17130.02     62.17
15930.24     58.34
17642.49     62.31
18501.56     68.44
 3086.08     14.86
16629.92     73.31
21761.15     81.26
16783.82     60.02
19016.42     70.57
 9250.08     35.47
19181.79     66.89
22096.15     76.51
17841.05     62.97
17103.11     62.23
15244.57     54.51
12006.81     57.44
12001.05     53.20
19014.45     70.13
18852.05     71.15
 8913.47     39.17
23301.55     84.09
 9587.59     35.15
15438.17     75.23
19191.73     74.16
18499.64     65.86
14901.97     53.59
13704.94     51.82
16790.30     64.19
14904.80     55.52
14046.65     52.09
15760.61     56.27
14216.45     51.35
15237.89     56.02
 8916.97     33.03
15245.75     54.49
14388.50     58.58
17859.73     80.17
17975.15     75.67
18505.80     71.75
15415.15     55.43
11989.77     44.94
19700.46     71.64
11991.56     45.07
17814.55     63.28
16273.13     58.72
14757.44     53.83
17961.32     64.41
 7024.16     28.39
21924.15     77.92
17822.74     62.36
12161.85     45.30
16956.14     59.00
17984.92     61.90
16615.82     59.23
16957.29     60.06
 8413.90     47.62
10085.59     45.42
19384.62     71.13
19182.89     67.55
18156.69     64.68
23468.95     85.78
12852.62     49.17
18671.94     67.10
10623.15     41.48
18159.05     67.56
17300.68     62.39
 9078.60     33.93
21410.32     74.79
16666.94     59.81
19485.85     68.68
16958.34     61.24
20556.97     71.98
12433.97     47.53
13264.04     50.15
16616.00     59.75
10280.60     41.73
12162.40     44.37
17128.47     61.34
15363.61     53.71
16665.12     57.77
21092.05     95.34
16672.88     65.72
19135.52     68.99
14901.78     52.36
16273.12     59.22
17829.47     63.11
14541.80     51.33
 9101.64     38.23
16790.82     64.13
19527.25     69.04
16100.68     57.45
22437.72     77.63
19372.33     67.96
17812.47     60.11
19020.25     73.99
13878.32     54.26
15423.73     63.46
10964.59     43.31
13362.53     49.65
14390.82     52.46
 4455.62     17.69
17830.16     70.22
16974.87     73.60
10145.42     47.97
22434.84    101.25
19362.98     69.83
11103.87     46.26
22494.02     96.99
15796.30     83.05
11488.06     51.02
17499.07     81.71
16784.49     63.61
20897.72     74.74
19527.18     70.37
16441.90     57.23
20392.52     72.62
22605.96     83.81
 8907.67     34.04
15440.17     76.91
14737.02     56.37
17480.72     72.05
17308.98     69.51
19553.91     69.59
17101.76     59.30
15589.46     56.87
23308.90     91.86
15759.35     56.60
14731.80     53.63
16652.80     90.56
15082.42     61.04
 8222.83     29.80
14384.83     51.71
15586.78     53.75
14046.27     51.29
10285.12     43.77
13708.94     54.66
 7538.64     29.44
17300.85     61.03
23636.84     80.70
21805.99     75.30
18103.94     62.96
21753.91     74.16
18326.57     63.00
21065.93     71.80
17814.53     63.24
15073.40     53.38
19352.87     66.52
21923.07     76.38
20210.27     69.64
20054.73     69.38
20210.64     69.80
13702.98     49.94
22950.65     79.14
19354.43     67.99
16618.27     61.25
22439.05     79.07
15271.46     67.16
15439.43     75.88
16476.80     86.46
21664.46     86.17
 2671.56     12.71
22266.31     77.67
21076.73     73.47
18509.48     82.42
15955.47     80.02
19021.61     74.48
19011.93     66.73
18672.29     65.13
14560.77     51.52
20211.92     70.55
19526.04     66.89
21409.93     73.39
21581.04     74.83
19596.02     68.22
23236.09     90.29
10995.89     49.83
20368.96     73.12
19527.16     67.54
 8242.10     46.74
 9086.96     39.96
20892.25    101.48
17171.75     66.07
14045.49     50.17
22609.01     79.71
18679.96     66.26
21308.53     72.90
21509.86     74.50
19197.81     67.63
17129.53     58.38
12676.36     46.17
15939.78     64.86
16476.07     57.28
16239.94     58.02
15930.92     59.50
