time               total        used        free      shared  buff/cache   available
2023-07-30 13:47:26  Mem:           125G         20G         90G        1.1M         13G        103G
2023-07-30 13:47:29  Mem:           125G         20G         90G        1.1M         13G        103G
2023-07-30 13:47:32  Mem:           125G         21G         90G        1.1M         13G        103G
2023-07-30 13:47:35  Mem:           125G         21G         90G        1.1M         13G        103G
2023-07-30 13:47:38  Mem:           125G         21G         90G        1.1M         13G        102G
2023-07-30 13:47:41  Mem:           125G         21G         90G        1.1M         13G        102G
2023-07-30 13:47:44  Mem:           125G         21G         90G        1.1M         13G        102G
2023-07-30 13:47:47  Mem:           125G         21G         90G        1.1M         13G        102G
2023-07-30 13:47:50  Mem:           125G         21G         90G        1.1M         13G        102G
2023-07-30 13:47:53  Mem:           125G         21G         89G        1.1M         13G        102G
2023-07-30 13:47:56  Mem:           125G         21G         89G        1.1M         13G        102G
2023-07-30 13:47:59  Mem:           125G         21G         89G        1.1M         13G        102G
2023-07-30 13:48:02  Mem:           125G         21G         89G        1.1M         13G        102G
2023-07-30 13:48:05  Mem:           125G         21G         89G        1.1M         14G        102G
2023-07-30 13:48:08  Mem:           125G         21G         89G        1.1M         14G        102G
2023-07-30 13:48:11  Mem:           125G         21G         89G        1.1M         14G        102G
2023-07-30 13:48:14  Mem:           125G         21G         89G        1.1M         14G        102G
2023-07-30 13:48:17  Mem:           125G         21G         89G        1.1M         14G        102G
2023-07-30 13:48:20  Mem:           125G         21G         88G        1.1M         14G        102G
2023-07-30 13:48:23  Mem:           125G         21G         88G        1.1M         14G        102G
2023-07-30 13:48:26  Mem:           125G         22G         88G        1.1M         14G        102G
2023-07-30 13:48:29  Mem:           125G         22G         88G        1.1M         14G        101G
2023-07-30 13:48:32  Mem:           125G         22G         88G        1.1M         14G        101G
2023-07-30 13:48:35  Mem:           125G         22G         88G        1.1M         14G        101G
2023-07-30 13:48:38  Mem:           125G         22G         88G        1.1M         14G        101G
2023-07-30 13:48:41  Mem:           125G         22G         88G        1.1M         14G        101G
2023-07-30 13:48:44  Mem:           125G         22G         87G        1.1M         14G        101G
2023-07-30 13:48:47  Mem:           125G         22G         87G        1.1M         14G        101G
2023-07-30 13:48:50  Mem:           125G         22G         87G        1.1M         14G        101G
