time               total        used        free      shared  buff/cache   available
2023-07-31 13:55:49  Mem:           125G        9.5G        114G        1.1M        1.2G        114G
2023-07-31 13:55:52  Mem:           125G        9.6G        114G        1.1M        1.2G        114G
2023-07-31 13:55:55  Mem:           125G        9.7G        114G        1.1M        1.2G        114G
2023-07-31 13:55:58  Mem:           125G        9.8G        114G        1.1M        1.2G        114G
2023-07-31 13:56:01  Mem:           125G        9.9G        113G        1.1M        1.3G        114G
2023-07-31 13:56:04  Mem:           125G        9.9G        113G        1.1M        1.3G        114G
2023-07-31 13:56:07  Mem:           125G          9G        113G        1.1M        1.3G        114G
2023-07-31 13:56:10  Mem:           125G          9G        113G        1.1M        1.3G        114G
2023-07-31 13:56:13  Mem:           125G         10G        113G        1.1M        1.4G        114G
2023-07-31 13:56:16  Mem:           125G         10G        113G        1.1M        1.4G        114G
2023-07-31 13:56:19  Mem:           125G         10G        113G        1.1M        1.4G        114G
2023-07-31 13:56:22  Mem:           125G         10G        113G        1.1M        1.4G        114G
2023-07-31 13:56:25  Mem:           125G         10G        113G        1.1M        1.5G        114G
2023-07-31 13:56:28  Mem:           125G         10G        113G        1.1M        1.5G        114G
2023-07-31 13:56:31  Mem:           125G         10G        113G        1.1M        1.5G        114G
2023-07-31 13:56:34  Mem:           125G         10G        113G        1.1M        1.5G        114G
2023-07-31 13:56:37  Mem:           125G         10G        113G        1.1M        1.6G        114G
2023-07-31 13:56:40  Mem:           125G         10G        113G        1.1M        1.6G        114G
2023-07-31 13:56:43  Mem:           125G         10G        113G        1.1M        1.6G        114G
2023-07-31 13:56:46  Mem:           125G         10G        113G        1.1M        1.6G        113G
2023-07-31 13:56:49  Mem:           125G         10G        113G        1.1M        1.7G        113G
2023-07-31 13:56:52  Mem:           125G         10G        113G        1.1M        1.7G        113G
2023-07-31 13:56:55  Mem:           125G         10G        113G        1.1M        1.7G        113G
2023-07-31 13:56:58  Mem:           125G         10G        113G        1.1M        1.8G        113G
2023-07-31 13:57:01  Mem:           125G         10G        113G        1.1M        1.8G        113G
2023-07-31 13:57:04  Mem:           125G         10G        112G        1.1M        1.8G        113G
2023-07-31 13:57:07  Mem:           125G         10G        112G        1.1M        1.8G        113G
2023-07-31 13:57:10  Mem:           125G         10G        112G        1.1M        1.9G        113G
2023-07-31 13:57:13  Mem:           125G         10G        112G        1.1M        1.9G        113G
2023-07-31 13:57:16  Mem:           125G         10G        112G        1.1M        1.9G        113G
2023-07-31 13:57:19  Mem:           125G         10G        112G        1.1M        2.0G        113G
2023-07-31 13:57:22  Mem:           125G         10G        112G        1.1M        2.0G        113G
2023-07-31 13:57:25  Mem:           125G         10G        112G        1.1M        2.0G        113G
2023-07-31 13:57:28  Mem:           125G         10G        112G        1.1M        2.1G        113G
2023-07-31 13:57:31  Mem:           125G         10G        112G        1.1M        2.1G        113G
2023-07-31 13:57:34  Mem:           125G         10G        112G        1.1M        2.1G        113G
2023-07-31 13:57:37  Mem:           125G         10G        112G        1.1M        2.1G        113G
2023-07-31 13:57:40  Mem:           125G         10G        112G        1.1M        2.2G        113G
2023-07-31 13:57:43  Mem:           125G         10G        112G        1.1M        2.2G        113G
2023-07-31 13:57:46  Mem:           125G         10G        112G        1.1M        2.2G        113G
2023-07-31 13:57:49  Mem:           125G         10G        112G        1.1M        2.3G        113G
2023-07-31 13:57:52  Mem:           125G         10G        112G        1.1M        2.3G        113G
2023-07-31 13:57:55  Mem:           125G         10G        111G        1.1M        2.3G        113G
