Device             tps    kB_read/s    kB_wrtn/s    kB_read    kB_wrtn
vda             287.17      6199.90        32.54    8399929      44080
vda             287.48      6206.04        32.47    8426937      44096
vda             287.73      6211.12        32.40    8452533      44096
vda             288.06      6217.96        32.34    8480549      44112
vda             288.33      6223.38        32.27    8506677      44112
vda             288.63      6230.41        32.21    8535045      44128
vda             288.88      6235.00        32.15    8560093      44144
vda             289.17      6240.88        32.11    8586893      44176
vda             289.45      6246.54        32.04    8613485      44180
vda             289.75      6252.44        31.98    8640429      44196
vda             289.99      6257.08        31.91    8665673      44196
vda             290.19      6260.31        31.85    8689001      44208
vda             290.49      6266.29        31.79    8716101      44212
vda             290.73      6271.04        31.73    8741573      44224
vda             290.97      6275.92        31.66    8767265      44228
vda             291.25      6281.06        31.61    8793353      44256
vda             291.53      6286.68        31.55    8820145      44260
vda             291.81      6292.87        31.49    8847781      44272
vda             292.05      6298.53        31.43    8874689      44284
vda             292.33      6304.58        31.37    8902189      44296
vda             292.60      6310.82        31.31    8929997      44304
vda             292.82      6315.57        31.25    8955661      44316
vda             293.09      6321.04        31.19    8982457      44320
vda             293.36      6326.23        31.13    9008869      44332
vda             293.55      6329.62        31.07    9032753      44336
vda             293.86      6335.74        31.01    9060557      44348
vda             294.17      6343.16        30.95    9090257      44352
vda             294.44      6349.13        30.89    9117857      44364
vda             294.66      6354.31        30.83    9144429      44368
vda             294.93      6360.03        30.77    9171801      44380
vda             295.19      6366.02        30.72    9199605      44392
vda             295.36      6369.19        30.66    9223285      44404
vda             295.62      6374.41        30.61    9250033      44412
vda             295.89      6380.87        30.55    9278617      44428
vda             296.15      6386.36        30.49    9305817      44428
vda             296.42      6391.48        30.44    9332521      44440
vda             296.68      6396.87        30.38    9359641      44444
vda             296.89      6401.55        30.32    9385765      44456
vda             297.15      6407.24        30.26    9413393      44460
vda             297.41      6412.36        30.21    9440205      44476
vda             297.64      6417.67        30.15    9467341      44476
vda             297.88      6422.41        30.10    9493677      44492
vda             298.14      6428.24        30.05    9521569      44504
vda             298.43      6434.80        30.00    9550661      44532
vda             298.69      6440.24        29.95    9578117      44548
vda             298.94      6445.48        29.90    9605317      44564
vda             299.11      6449.31        29.84    9630373      44564
vda             299.41      6455.78        29.79    9659457      44580
vda             299.62      6460.90        29.74    9686501      44580
vda             299.86      6465.89        29.69    9713445      44596
vda             300.07      6470.10        29.63    9739253      44596
vda             300.28      6474.63        29.58    9765557      44612
vda             300.52      6480.22        29.52    9793489      44612
vda             300.76      6485.80        29.47    9821453      44628
vda             300.97      6490.41        29.42    9847901      44636
vda             301.21      6495.89        29.37    9875765      44652
vda             301.41      6500.29        29.32    9902021      44656
vda             301.61      6505.91        29.27    9930169      44668
vda             301.81      6510.05        29.21    9956081      44672
vda             302.09      6515.71        29.16    9984289      44688
vda             302.28      6519.64        29.11   10009933      44688
vda             302.48      6525.02        29.06   10037829      44704
vda             302.72      6529.86        29.00   10064929      44704
vda             302.92      6534.57        28.96   10091793      44720
vda             303.15      6540.00        28.90   10119857      44720
vda             303.39      6544.71        28.85   10146845      44736
vda             303.61      6549.70        28.81   10174301      44748
vda             303.77      6553.29        28.77   10199533      44776
vda             304.00      6557.97        28.72   10226569      44780
vda             304.22      6563.64        28.67   10255161      44796
vda             304.41      6567.47        28.62   10280841      44796
vda             304.55      6571.20        28.57   10306469      44812
vda             304.83      6577.01        28.52   10337809      44828
vda             305.02      6580.76        28.48   10363513      44844
vda             305.25      6585.42        28.42   10390677      44844
vda             305.47      6590.10        28.38   10417901      44860
vda             305.73      6596.33        28.32   10447593      44860
vda             305.92      6600.07        28.30   10473381      44900
vda             306.14      6605.76        28.24   10502229      44904
vda             306.31      6610.59        28.20   10529813      44920
vda             306.53      6614.92        28.15   10556625      44920
vda             306.75      6620.60        28.10   10585549      44936
vda             306.93      6625.14        28.05   10612749      44936
vda             307.15      6629.48        28.01   10639645      44956
vda             307.43      6635.71        27.96   10671609      44968
vda             307.64      6641.01        27.92   10700133      44984
vda             307.81      6645.33        27.87   10727093      44984
vda             308.03      6649.60        27.83   10753925      45000
vda             308.25      6654.72        27.77   10782249      45000
vda             308.39      6657.85        27.74   10807349      45024
vda             308.60      6662.20        27.69   10834405      45028
vda             308.77      6665.67        27.65   10860117      45044
vda             308.98      6670.76        27.60   10888485      45044
vda             309.19      6674.92        27.56   10915365      45060
vda             309.40      6679.76        27.53   10943381      45104
vda             309.61      6684.43        27.48   10971157      45108
vda             309.85      6689.78        27.48   11000065      45188
vda             310.02      6693.62        27.48   11026541      45276
vda             310.20      6697.82        27.48   11053613      45348
vda             310.41      6702.86        27.45   11082045      45380
vda             310.58      6706.85        27.41   11108829      45396
vda             310.78      6711.17        27.37   11136181      45416
vda             310.98      6715.97        27.33   11164285      45432
vda             311.23      6722.15        27.28   11194793      45432
vda             311.43      6727.10        27.24   11223289      45448
vda             311.63      6731.94        27.19   11251625      45448
vda             311.83      6736.57        27.15   11279653      45464
vda             311.99      6740.22        27.10   11306037      45464
vda             312.16      6744.31        27.07   11333137      45480
vda             312.28      6747.25        27.02   11358381      45480
vda             312.47      6752.29        26.99   11387197      45508
vda             312.66      6756.73        26.94   11415029      45508
vda             312.85      6761.08        26.90   11442725      45524
vda             313.09      6766.72        26.85   11472637      45528
vda             313.32      6772.37        26.82   11502529      45544
vda             313.44      6775.46        26.77   11528169      45544
vda             313.67      6780.89        26.73   11557817      45560
vda             313.82      6784.74        26.68   11584801      45560
vda             314.02      6789.24        26.65   11612857      45576
vda             314.21      6794.13        26.60   11641669      45576
vda             314.40      6798.49        26.56   11669601      45592
vda             314.55      6802.59        26.51   11697117      45592
vda             314.75      6807.63        26.50   11726273      45644
vda             314.93      6812.38        26.45   11754905      45644
vda             315.12      6816.32        26.42   11782209      45660
vda             315.31      6821.33        26.38   11811409      45676
vda             315.52      6826.96        26.34   11841633      45692
vda             315.70      6831.14        26.30   11869453      45692
vda             315.90      6835.59        26.26   11897677      45708
vda             316.09      6839.77        26.22   11925545      45708
vda             316.24      6843.50        26.18   11952645      45724
vda             316.42      6847.44        26.13   11980145      45724
vda             316.57      6851.24        26.10   12007409      45740
vda             316.72      6854.71        26.05   12034129      45740
vda             316.86      6857.99        26.04   12060533      45800
vda             317.04      6862.65        26.00   12089309      45800
vda             317.19      6866.19        26.00   12116221      45876
vda             317.37      6870.09        26.00   12143781      45956
vda             317.48      6872.47        25.99   12168677      46020
vda             317.49      6873.22        25.96   12190693      46036
vda             317.70      6878.39        25.96   12220497      46120
vda             317.85      6882.13        25.92   12247849      46124
vda             318.02      6886.17        25.89   12275761      46152
vda             318.20      6890.42        25.86   12304077      46172
vda             318.38      6894.77        25.83   12332537      46196
vda             318.59      6900.23        25.79   12363077      46216
vda             318.77      6904.31        25.76   12391169      46232
vda             318.84      6906.54        25.72   12415961      46244
vda             319.01      6910.56        25.69   12443989      46260
vda             319.19      6914.90        25.65   12472613      46272
vda             319.32      6918.19        25.62   12499377      46288
vda             319.53      6922.86        25.58   12528653      46300
vda             319.71      6927.62        25.55   12558041      46316
vda             319.88      6931.84        25.52   12586557      46332
vda             320.01      6934.83        25.48   12612869      46348
vda             320.23      6939.45        25.45   12642077      46364
vda             320.40      6943.92        25.42   12671133      46380
vda             320.54      6947.41        25.38   12698413      46396
vda             320.75      6952.64        25.35   12728897      46412
vda             320.88      6955.53        25.32   12755113      46432
vda             321.08      6960.66        25.29   12785473      46460
vda             321.22      6964.10        25.27   12812765      46488
vda             321.35      6968.08        25.23   12840985      46500
vda             321.58      6973.29        25.20   12871585      46516
vda             321.78      6977.94        25.17   12901161      46528
vda             321.93      6981.49        25.13   12928745      46544
vda             322.06      6984.62        25.10   12955553      46560
vda             322.26      6989.67        25.07   12985889      46572
vda             322.46      6994.66        25.04   13016225      46588
vda             322.63      6998.37        25.00   13044193      46600
vda             322.83      7003.12        24.97   13074125      46612
vda             322.92      7005.97        24.94   13100461      46628
vda             323.12      7010.84        24.90   13130681      46644
vda             323.27      7015.23        24.87   13160001      46660
vda             323.40      7018.42        24.85   13187117      46692
vda             323.56      7022.24        24.82   13215369      46712
vda             323.73      7026.10        24.80   13243781      46740
vda             323.87      7029.61        24.77   13271557      46756
vda             324.05      7034.01        24.73   13301033      46772
vda             324.24      7038.24        24.70   13330209      46784
vda             324.40      7041.92        24.67   13358385      46800
vda             324.62      7046.53        24.64   13388269      46812
vda             324.81      7051.34        24.61   13418625      46828
vda             325.00      7055.74        24.58   13448233      46840
vda             325.15      7060.05        24.54   13477705      46856
vda             325.35      7064.73        24.51   13507909      46868
vda             325.53      7068.72        24.48   13536741      46884
vda             325.45      7067.44        24.45   13555561      46896
vda             325.59      7071.02        24.42   13583709      46916
vda             325.72      7074.04        24.39   13610797      46928
vda             325.94      7079.18        24.36   13642005      46944
vda             326.09      7082.57        24.33   13669785      46956
vda             326.20      7085.55        24.30   13696857      46972
vda             326.38      7090.05        24.27   13726905      46984
vda             326.51      7093.52        24.24   13754909      47008
vda             326.69      7098.30        24.21   13785545      47024
vda             326.84      7102.06        24.18   13814217      47040
vda             327.02      7106.60        24.15   13844433      47040
vda             327.20      7111.44        24.12   13875281      47056
vda             327.32      7113.91        24.08   13901513      47056
vda             327.50      7118.14        24.05   13931129      47072
vda             327.71      7123.70        24.01   13963457      47072
vda             327.88      7127.75        23.99   13992837      47088
vda             328.02      7131.53        23.95   14021737      47088
vda             328.20      7135.74        23.92   14051477      47104
vda             328.37      7139.93        23.88   14081233      47104
vda             328.52      7143.53        23.86   14109833      47128
vda             328.67      7147.46        23.83   14139029      47136
vda             328.81      7150.76        23.81   14167081      47164
vda             328.99      7155.02        23.77   14197065      47164
vda             329.16      7158.76        23.74   14226021      47180
vda             329.34      7162.87        23.71   14255761      47180
vda             329.49      7166.00        23.68   14283477      47196
vda             329.63      7169.41        23.64   14311861      47196
vda             329.81      7173.93        23.62   14342477      47212
vda             330.00      7178.94        23.58   14374041      47212
vda             330.18      7182.99        23.55   14403765      47228
vda             330.33      7186.88        23.52   14433197      47228
vda             330.53      7191.49        23.50   14464105      47256
vda             330.60      7193.66        23.46   14490109      47260
vda             330.75      7196.84        23.44   14518105      47284
vda             330.95      7201.81        23.40   14549825      47284
vda             331.09      7205.62        23.38   14579197      47300
vda             331.28      7210.23        23.34   14610225      47300
vda             331.42      7214.10        23.32   14639789      47316
vda             331.55      7217.19        23.28   14667777      47316
vda             331.72      7221.33        23.26   14697929      47332
vda             331.91      7226.17        23.22   14729453      47332
vda             332.04      7228.89        23.19   14756761      47348
vda             332.21      7233.15        23.16   14787237      47348
vda             332.31      7235.94        23.14   14814709      47376
vda             332.48      7239.98        23.11   14844789      47376
vda             332.70      7244.54        23.08   14875937      47392
vda             332.86      7248.64        23.05   14906113      47392
vda             333.03      7252.35        23.02   14935569      47408
vda             333.20      7256.54        22.99   14966033      47408
vda             333.36      7260.71        22.96   14996493      47424
vda             333.49      7264.44        22.93   15026065      47424
vda             333.59      7267.10        22.90   15053429      47440
vda             333.78      7271.80        22.87   15084977      47440
vda             333.94      7275.96        22.84   15115505      47456
vda             334.12      7280.85        22.81   15147585      47456
vda             334.32      7285.27        22.80   15178713      47508
vda             334.51      7290.13        22.77   15210777      47508
vda             334.66      7293.76        22.75   15240309      47544
vda             334.79      7296.99        22.72   15269025      47544
vda             334.95      7300.55        22.70   15298377      47560
vda             335.14      7304.92        22.66   15329525      47560
vda             335.27      7307.78        22.64   15357509      47576
vda             335.45      7312.54        22.61   15389533      47576
vda             335.57      7315.41        22.58   15417597      47592
vda             335.75      7319.74        22.55   15448681      47592
vda             335.91      7324.27        22.53   15480277      47612
vda             336.06      7328.20        22.50   15510641      47612
vda             336.22      7332.10        22.48   15540965      47644
vda             336.38      7336.16        22.45   15571581      47644
vda             336.50      7339.54        22.42   15600861      47660
vda             336.69      7344.48        22.39   15633461      47660
vda             336.87      7348.63        22.37   15664413      47676
vda             337.02      7352.24        22.33   15694233      47676
vda             337.17      7355.91        22.31   15724209      47692
vda             337.33      7359.53        22.28   15754029      47692
vda             337.50      7363.96        22.26   15785685      47708
vda             337.65      7368.11        22.22   15816761      47708
vda             337.80      7371.97        22.20   15847149      47724
vda             338.00      7376.62        22.17   15881857      47736
vda             338.12      7379.11        22.15   15909445      47756
vda             338.27      7383.80        22.12   15941777      47756
vda             338.44      7388.67        22.10   15974517      47772
vda             338.56      7392.17        22.07   16004341      47772
vda             338.71      7395.63        22.04   16034093      47788
vda             338.89      7399.98        22.01   16065717      47788
vda             339.09      7405.23        21.99   16099417      47804
vda             339.21      7408.48        21.96   16128769      47804
vda             339.38      7412.63        21.94   16160117      47820
vda             339.56      7417.01        21.91   16191993      47824
vda             339.73      7421.14        21.89   16223361      47844
vda             339.83      7424.06        21.86   16253189      47852
vda             340.00      7428.52        21.84   16285249      47872
vda             340.12      7431.64        21.81   16314465      47872
vda             340.29      7436.13        21.78   16346701      47872
vda             340.49      7440.91        21.75   16380933      47888
vda             340.60      7444.37        21.72   16411029      47888
vda             340.82      7449.21        21.70   16444961      47904
vda             341.02      7453.63        21.68   16477141      47920
vda             341.21      7458.31        21.65   16509933      47920
vda             341.35      7461.96        21.62   16540485      47920
vda             341.51      7465.70        21.60   16571321      47940
vda             341.71      7471.01        21.58   16605589      47960
vda             341.88      7475.24        21.55   16637497      47960
vda             341.84      7474.17        21.53   16657609      47992
vda             342.01      7478.49        21.51   16689661      47996
vda             342.15      7482.29        21.48   16720669      48008
vda             342.29      7485.81        21.48   16751081      48056
vda             342.43      7489.45        21.45   16781753      48056
vda             342.62      7494.74        21.43   16816173      48084
vda             342.79      7499.09        21.40   16848497      48088
vda             342.98      7504.46        21.38   16883093      48100
vda             343.17      7509.52        21.35   16917073      48104
vda             343.26      7511.77        21.36   16944753      48172
vda             343.43      7516.07        21.33   16976993      48176
vda             343.48      7517.39        21.32   17002617      48220
vda             343.66      7522.37        21.32   17036509      48292
vda             343.80      7525.51        21.32   17066197      48344
vda             343.98      7530.15        21.30   17099697      48360
vda             344.15      7534.55        21.29   17132289      48400
vda             344.30      7538.87        21.27   17164805      48424
vda             344.48      7543.33        21.25   17197665      48436
vda             344.67      7547.68        21.23   17230297      48472
vda             344.86      7552.49        21.21   17263937      48488
vda             344.96      7555.59        21.18   17293765      48488
vda             345.12      7559.56        21.16   17325597      48500
vda             345.28      7563.79        21.14   17358073      48504
vda             345.47      7567.97        21.11   17390437      48508
vda             345.65      7573.07        21.09   17425261      48524
vda             345.78      7576.88        21.07   17456833      48540
vda             345.91      7580.14        21.04   17487157      48540
