time               total        used        free      shared  buff/cache   available
2023-07-29 23:50:37  Mem:           125G         13G        111G        1.1M        329M        111G
2023-07-29 23:50:40  Mem:           125G         13G        111G        1.1M        349M        111G
2023-07-29 23:50:43  Mem:           125G         13G        111G        1.1M        373M        111G
2023-07-29 23:50:46  Mem:           125G         13G        111G        1.1M        403M        111G
2023-07-29 23:50:49  Mem:           125G         13G        111G        1.1M        429M        111G
2023-07-29 23:50:52  Mem:           125G         13G        111G        1.1M        457M        111G
2023-07-29 23:50:55  Mem:           125G         13G        111G        1.1M        506M        111G
2023-07-29 23:50:58  Mem:           125G         13G        111G        1.1M        553M        111G
2023-07-29 23:51:01  Mem:           125G         13G        111G        1.1M        572M        111G
2023-07-29 23:51:04  Mem:           125G         13G        111G        1.1M        584M        111G
2023-07-29 23:51:07  Mem:           125G         13G        111G        1.1M        605M        111G
2023-07-29 23:51:10  Mem:           125G         13G        111G        1.1M        609M        111G
2023-07-29 23:51:13  Mem:           125G         13G        111G        1.1M        626M        110G
2023-07-29 23:51:16  Mem:           125G         13G        111G        1.1M        627M        110G
2023-07-29 23:51:19  Mem:           125G         13G        111G        1.1M        639M        110G
2023-07-29 23:51:22  Mem:           125G         13G        111G        1.1M        644M        110G
2023-07-29 23:51:25  Mem:           125G         13G        111G        1.1M        648M        110G
2023-07-29 23:51:28  Mem:           125G         13G        111G        1.1M        651M        110G
2023-07-29 23:51:31  Mem:           125G         13G        111G        1.1M        661M        110G
2023-07-29 23:51:34  Mem:           125G         13G        111G        1.1M        674M        110G
2023-07-29 23:51:37  Mem:           125G         13G        111G        1.1M        676M        110G
2023-07-29 23:51:40  Mem:           125G         13G        111G        1.1M        685M        110G
2023-07-29 23:51:43  Mem:           125G         13G        111G        1.1M        707M        110G
2023-07-29 23:51:46  Mem:           125G         13G        111G        1.1M        723M        110G
2023-07-29 23:51:49  Mem:           125G         13G        111G        1.1M        738M        110G
2023-07-29 23:51:52  Mem:           125G         13G        111G        1.1M        757M        110G
2023-07-29 23:51:55  Mem:           125G         13G        111G        1.1M        768M        110G
2023-07-29 23:51:58  Mem:           125G         13G        111G        1.1M        787M        110G
2023-07-29 23:52:01  Mem:           125G         13G        110G        1.1M        803M        110G
2023-07-29 23:52:04  Mem:           125G         13G        110G        1.1M        808M        110G
2023-07-29 23:52:07  Mem:           125G         13G        110G        1.1M        827M        110G
2023-07-29 23:52:10  Mem:           125G         13G        110G        1.1M        863M        110G
2023-07-29 23:52:13  Mem:           125G         13G        110G        1.1M        864M        110G
2023-07-29 23:52:16  Mem:           125G         13G        110G        1.1M        876M        110G
2023-07-29 23:52:19  Mem:           125G         13G        110G        1.1M        902M        110G
2023-07-29 23:52:22  Mem:           125G         13G        110G        1.1M        936M        110G
2023-07-29 23:52:25  Mem:           125G         13G        110G        1.1M        938M        110G
2023-07-29 23:52:28  Mem:           125G         13G        110G        1.1M        950M        110G
2023-07-29 23:52:31  Mem:           125G         13G        110G        1.1M        969M        110G
2023-07-29 23:52:34  Mem:           125G         13G        110G        1.1M        974M        110G
2023-07-29 23:52:37  Mem:           125G         13G        110G        1.1M        987M        110G
2023-07-29 23:52:40  Mem:           125G         13G        110G        1.1M        994M        110G
2023-07-29 23:52:43  Mem:           125G         13G        110G        1.1M        1.0G        110G
2023-07-29 23:52:46  Mem:           125G         13G        110G        1.1M        1.0G        110G
2023-07-29 23:52:49  Mem:           125G         13G        110G        1.1M        1.0G        110G
2023-07-29 23:52:52  Mem:           125G         13G        110G        1.1M        1.0G        110G
2023-07-29 23:52:55  Mem:           125G         13G        110G        1.1M        1.0G        110G
2023-07-29 23:52:58  Mem:           125G         13G        110G        1.1M        1.0G        110G
2023-07-29 23:53:01  Mem:           125G         13G        110G        1.1M        1.0G        110G
2023-07-29 23:53:04  Mem:           125G         13G        110G        1.1M        1.0G        110G
2023-07-29 23:53:07  Mem:           125G         13G        110G        1.1M        1.0G        110G
2023-07-29 23:53:10  Mem:           125G         13G        110G        1.1M        1.0G        110G
2023-07-29 23:53:13  Mem:           125G         13G        110G        1.1M        1.0G        110G
2023-07-29 23:53:16  Mem:           125G         13G        110G        1.1M        1.1G        110G
2023-07-29 23:53:19  Mem:           125G         13G        110G        1.1M        1.1G        110G
2023-07-29 23:53:22  Mem:           125G         13G        110G        1.1M        1.1G        110G
2023-07-29 23:53:26  Mem:           125G         13G        110G        1.1M        1.1G        110G
2023-07-29 23:53:29  Mem:           125G         13G        110G        1.1M        1.1G        110G
2023-07-29 23:53:32  Mem:           125G         13G        110G        1.1M        1.1G        110G
2023-07-29 23:53:35  Mem:           125G         13G        110G        1.1M        1.1G        110G
2023-07-29 23:53:38  Mem:           125G         13G        110G        1.1M        1.1G        110G
2023-07-29 23:53:41  Mem:           125G         13G        110G        1.1M        1.1G        110G
2023-07-29 23:53:44  Mem:           125G         13G        110G        1.1M        1.1G        110G
2023-07-29 23:53:47  Mem:           125G         13G        110G        1.1M        1.1G        110G
2023-07-29 23:53:50  Mem:           125G         13G        110G        1.1M        1.1G        110G
2023-07-29 23:53:53  Mem:           125G         13G        110G        1.1M        1.1G        110G
2023-07-29 23:53:56  Mem:           125G         13G        110G        1.1M        1.1G        110G
2023-07-29 23:53:59  Mem:           125G         13G        110G        1.1M        1.1G        110G
2023-07-29 23:54:02  Mem:           125G         13G        110G        1.1M        1.1G        110G
2023-07-29 23:54:05  Mem:           125G         13G        110G        1.1M        1.1G        110G
2023-07-29 23:54:08  Mem:           125G         13G        110G        1.1M        1.1G        110G
2023-07-29 23:54:11  Mem:           125G         13G        110G        1.1M        1.2G        110G
2023-07-29 23:54:14  Mem:           125G         13G        110G        1.1M        1.2G        110G
2023-07-29 23:54:17  Mem:           125G         13G        110G        1.1M        1.2G        110G
2023-07-29 23:54:20  Mem:           125G         13G        110G        1.1M        1.2G        110G
2023-07-29 23:54:23  Mem:           125G         13G        110G        1.1M        1.2G        110G
2023-07-29 23:54:26  Mem:           125G         13G        110G        1.1M        1.2G        110G
2023-07-29 23:54:29  Mem:           125G         13G        110G        1.1M        1.2G        110G
2023-07-29 23:54:32  Mem:           125G         13G        110G        1.1M        1.2G        110G
2023-07-29 23:54:35  Mem:           125G         13G        110G        1.1M        1.2G        110G
2023-07-29 23:54:38  Mem:           125G         13G        110G        1.1M        1.2G        110G
2023-07-29 23:54:41  Mem:           125G         13G        110G        1.1M        1.2G        110G
2023-07-29 23:54:44  Mem:           125G         13G        110G        1.1M        1.2G        110G
2023-07-29 23:54:47  Mem:           125G         13G        110G        1.1M        1.2G        110G
2023-07-29 23:54:50  Mem:           125G         13G        110G        1.1M        1.2G        110G
2023-07-29 23:54:53  Mem:           125G         13G        110G        1.1M        1.2G        110G
2023-07-29 23:54:56  Mem:           125G         13G        110G        1.1M        1.2G        110G
2023-07-29 23:54:59  Mem:           125G         13G        110G        1.1M        1.3G        110G
2023-07-29 23:55:02  Mem:           125G         13G        110G        1.1M        1.3G        110G
2023-07-29 23:55:05  Mem:           125G         13G        110G        1.1M        1.3G        110G
2023-07-29 23:55:08  Mem:           125G         13G        110G        1.1M        1.3G        110G
2023-07-29 23:55:11  Mem:           125G         13G        110G        1.1M        1.3G        110G
2023-07-29 23:55:14  Mem:           125G         13G        110G        1.1M        1.3G        110G
