WARNING: --max-time is deprecated, use --time instead
sysbench 1.0.11 (using system LuaJIT 2.1.0-beta3)

Running the test with following options:
Number of threads: 200
Report intermediate results every 3 second(s)
Initializing random number generator from current time

Forcing shutdown in 1801 seconds

Initializing worker threads...

Threads started!

[ 3s ] thds: 200 tps: 75.54 qps: 641.27 (r/w/o: 0.00/423.63/217.64) lat (ms,95%): 2159.29 err/s: 0.00 reconn/s: 0.00
[ 6s ] thds: 200 tps: 43.01 qps: 260.40 (r/w/o: 0.00/174.38/86.02) lat (ms,95%): 4599.99 err/s: 0.00 reconn/s: 0.00
[ 9s ] thds: 200 tps: 61.02 qps: 382.49 (r/w/o: 0.00/260.44/122.05) lat (ms,95%): 5607.61 err/s: 0.00 reconn/s: 0.00
[ 12s ] thds: 200 tps: 68.31 qps: 392.52 (r/w/o: 0.00/255.91/136.62) lat (ms,95%): 7479.98 err/s: 0.00 reconn/s: 0.00
[ 15s ] thds: 200 tps: 62.66 qps: 377.65 (r/w/o: 0.00/252.32/125.33) lat (ms,95%): 5918.87 err/s: 0.00 reconn/s: 0.00
[ 18s ] thds: 200 tps: 90.33 qps: 547.63 (r/w/o: 0.00/366.98/180.66) lat (ms,95%): 5813.24 err/s: 0.00 reconn/s: 0.00
[ 21s ] thds: 200 tps: 71.00 qps: 416.02 (r/w/o: 0.00/274.01/142.01) lat (ms,95%): 5507.54 err/s: 0.00 reconn/s: 0.00
[ 24s ] thds: 200 tps: 81.02 qps: 492.09 (r/w/o: 0.00/330.06/162.03) lat (ms,95%): 6026.41 err/s: 0.00 reconn/s: 0.00
[ 27s ] thds: 200 tps: 80.65 qps: 476.54 (r/w/o: 0.00/315.25/161.29) lat (ms,95%): 5217.92 err/s: 0.00 reconn/s: 0.00
[ 30s ] thds: 200 tps: 75.01 qps: 450.38 (r/w/o: 0.00/300.36/150.01) lat (ms,95%): 4943.53 err/s: 0.00 reconn/s: 0.00
[ 33s ] thds: 200 tps: 62.99 qps: 378.28 (r/w/o: 0.00/252.30/125.98) lat (ms,95%): 5409.26 err/s: 0.00 reconn/s: 0.00
[ 36s ] thds: 200 tps: 62.00 qps: 378.67 (r/w/o: 0.00/254.67/124.00) lat (ms,95%): 6026.41 err/s: 0.00 reconn/s: 0.00
[ 39s ] thds: 200 tps: 93.34 qps: 551.73 (r/w/o: 0.00/365.04/186.69) lat (ms,95%): 5409.26 err/s: 0.00 reconn/s: 0.00
[ 42s ] thds: 200 tps: 41.66 qps: 261.64 (r/w/o: 0.00/178.32/83.33) lat (ms,95%): 5918.87 err/s: 0.00 reconn/s: 0.00
[ 45s ] thds: 200 tps: 85.33 qps: 501.97 (r/w/o: 0.00/331.31/170.66) lat (ms,95%): 6360.91 err/s: 0.00 reconn/s: 0.00
[ 48s ] thds: 200 tps: 73.01 qps: 441.71 (r/w/o: 0.00/295.69/146.01) lat (ms,95%): 6713.97 err/s: 0.00 reconn/s: 0.00
[ 51s ] thds: 200 tps: 97.68 qps: 562.75 (r/w/o: 0.00/367.39/195.36) lat (ms,95%): 5124.81 err/s: 0.00 reconn/s: 0.00
[ 54s ] thds: 200 tps: 67.32 qps: 417.93 (r/w/o: 0.00/283.28/134.64) lat (ms,95%): 4599.99 err/s: 0.00 reconn/s: 0.00
[ 57s ] thds: 200 tps: 80.66 qps: 486.97 (r/w/o: 0.00/325.65/161.32) lat (ms,95%): 5409.26 err/s: 0.00 reconn/s: 0.00
[ 60s ] thds: 200 tps: 82.68 qps: 502.07 (r/w/o: 0.00/336.71/165.36) lat (ms,95%): 4943.53 err/s: 0.00 reconn/s: 0.00
[ 63s ] thds: 200 tps: 97.33 qps: 567.00 (r/w/o: 0.00/372.33/194.67) lat (ms,95%): 4768.67 err/s: 0.00 reconn/s: 0.00
[ 66s ] thds: 200 tps: 24.34 qps: 164.36 (r/w/o: 0.00/115.69/48.68) lat (ms,95%): 5312.73 err/s: 0.00 reconn/s: 0.00
[ 69s ] thds: 200 tps: 77.66 qps: 456.93 (r/w/o: 0.00/301.62/155.31) lat (ms,95%): 6360.91 err/s: 0.00 reconn/s: 0.00
[ 72s ] thds: 200 tps: 94.99 qps: 569.60 (r/w/o: 0.00/379.62/189.98) lat (ms,95%): 6960.17 err/s: 0.00 reconn/s: 0.00
[ 75s ] thds: 200 tps: 90.00 qps: 545.33 (r/w/o: 0.00/365.33/180.00) lat (ms,95%): 5033.35 err/s: 0.00 reconn/s: 0.00
[ 78s ] thds: 200 tps: 66.33 qps: 398.63 (r/w/o: 0.00/265.98/132.66) lat (ms,95%): 5124.81 err/s: 0.00 reconn/s: 0.00
