Device             tps    kB_read/s    kB_wrtn/s    kB_read    kB_wrtn
vda             664.37     25174.82        33.02   21626933      28368
vda             664.52     25142.19        32.91   21674577      28368
vda             665.03     25118.89        32.82   21730097      28396
vda             665.09     25084.16        32.71   21775561      28396
vda             665.30     25054.32        32.62   21824821      28412
vda             665.68     25027.32        32.52   21876629      28424
vda             665.92     24997.83        32.42   21926093      28440
vda             666.49     24976.96        32.32   21982973      28444
vda             666.63     24944.98        32.22   22029909      28456
vda             666.50     24908.59        32.12   22072497      28460
vda             666.93     24884.53        32.03   22126081      28476
vda             667.07     24854.01        31.92   22173757      28476
vda             667.46     24829.54        31.83   22226409      28492
vda             667.96     24808.00        31.72   22281797      28492
vda             668.23     24781.28        31.63   22332389      28508
vda             668.71     24760.44        31.53   22387893      28508
vda             669.14     24739.18        31.44   22443137      28524
vda             669.69     24719.81        31.36   22499969      28540
vda             670.04     24696.87        31.27   22553425      28560
vda             670.59     24676.76        31.18   22609341      28568
vda             671.07     24656.35        31.10   22664605      28584
vda             671.46     24633.66        30.99   22717897      28584
vda             671.31     24599.28        30.89   22760233      28584
vda             671.44     24567.70        30.80   22813321      28600
vda             671.69     24541.10        30.72   22862489      28616
vda             672.09     24517.90        30.62   22914677      28620
vda             672.26     24491.40        30.56   22963625      28652
vda             672.65     24470.89        30.48   23017805      28672
vda             672.97     24449.08        30.39   23070885      28676
vda             673.19     24425.34        30.34   23122001      28716
vda             673.59     24405.83        30.24   23176749      28716
vda             673.94     24383.82        30.18   23229241      28752
vda             674.51     24367.35        30.09   23286901      28752
vda             674.60     24339.94        30.04   23333969      28796
vda             674.56     24310.94        29.94   23379345      28796
vda             674.59     24282.29        29.87   23424881      28812
vda             674.89     24259.39        29.90   23475573      28936
vda             675.17     24236.80        29.97   23526665      29088
vda             675.32     24213.48        29.92   23576909      29136
vda             675.60     24191.30        29.85   23628129      29152
vda             676.15     24176.65        29.76   23686593      29152
vda             676.33     24152.28        29.70   23735413      29188
vda             676.63     24130.56        29.61   23786461      29192
vda             676.65     24102.94        29.54   23831785      29212
vda             676.74     24077.47        29.46   23879073      29216
vda             677.24     24064.74        29.40   23938641      29244
vda             677.58     24046.79        29.31   23993161      29244
vda             677.87     24027.18        29.23   24045925      29256
vda             678.35     24012.04        29.15   24103041      29260
vda             678.70     23994.52        29.08   24157685      29276
vda             678.98     23975.80        28.99   24210765      29276
vda             679.30     23957.35        28.92   24264245      29288
vda             679.83     23943.31        28.84   24322089      29292
vda             680.18     23925.32        28.81   24375593      29348
vda             680.45     23907.67        28.73   24429569      29352
vda             680.92     23893.44        28.66   24486953      29372
vda             681.26     23875.66        28.58   24540593      29372
vda             681.70     23859.89        28.67   24596201      29552
vda             682.27     23848.76        28.59   24656521      29556
vda             682.58     23832.53        28.52   24711469      29572
vda             682.98     23816.74        28.44   24766553      29572
vda             683.29     23800.49        28.36   24821293      29572
vda             684.84     23733.85        28.07   25064129      29640
vda             685.31     23721.74        27.99   25122505      29644
vda             685.64     23706.81        27.93   25178053      29660
vda             686.09     23693.61        27.85   25235349      29660
vda             686.50     23680.12        27.79   25292021      29676
vda             686.98     23667.84        27.71   25350149      29676
vda             687.47     23656.10        27.64   25408777      29692
vda             687.89     23642.58        27.57   25465425      29692
vda             688.25     23628.59        27.51   25521241      29708
vda             688.79     23618.64        27.43   25581585      29708
vda             689.28     23607.27        27.38   25640329      29736
vda             689.69     23594.92        27.30   25697933      29736
vda             690.10     23582.18        27.24   25754805      29752
vda             690.40     23567.43        27.17   25809637      29756
vda             690.57     23549.10        27.11   25860441      29772
vda             690.91     23535.31        27.04   25916137      29772
vda             691.01     23515.33        26.98   25964685      29788
vda             691.29     23499.15        26.91   26017553      29788
vda             691.59     23483.84        26.85   26071285      29804
vda             692.18     23476.60        26.77   26133913      29804
vda             692.58     23464.46        26.73   26190793      29836
vda             693.08     23454.48        26.66   26250257      29836
vda             693.57     23444.34        26.63   26309477      29884
vda             694.09     23435.34        26.56   26369681      29884
vda             694.53     23424.10        26.50   26427537      29900
vda             694.95     23412.42        26.45   26484829      29920
vda             695.24     23398.60        26.39   26539393      29936
vda             695.62     23387.39        26.32   26597073      29936
vda             695.96     23374.46        26.27   26652729      29952
vda             696.33     23362.67        26.20   26709369      29952
vda             696.71     23351.39        26.14   26766765      29968
vda             697.20     23341.92        26.08   26826165      29968
vda             697.64     23332.31        26.03   26885125      29992
vda             698.11     23323.85        25.96   26945573      29992
vda             698.69     23317.85        25.91   27008833      30016
vda             699.22     23309.48        25.85   27069297      30016
vda             699.55     23297.30        25.79   27125281      30032
vda             700.03     23288.67        25.73   27185093      30040
vda             700.34     23276.95        25.68   27241477      30056
vda             700.41     23258.54        25.62   27289937      30056
vda             700.87     23251.29        25.56   27351421      30072
vda             701.26     23241.36        25.50   27409461      30072
vda             701.57     23229.89        25.45   27465861      30088
vda             702.15     23224.26        25.38   27528873      30088
vda             702.49     23213.21        25.34   27585885      30112
vda             702.89     23203.72        25.28   27644453      30112
vda             703.29     23195.15        25.23   27703817      30132
vda             703.74     23184.78        25.17   27761221      30136
vda             704.21     23177.07        25.12   27821757      30152
vda             704.62     23168.06        25.06   27880673      30152
vda             705.15     23162.88        25.01   27943933      30168
vda             705.53     23152.19        24.94   28000721      30168
vda             705.82     23140.19        24.90   28055861      30184
vda             706.35     23134.69        24.83   28118601      30184
vda             706.83     23128.09        24.79   28180185      30200
vda             707.28     23121.10        24.73   28241261      30200
vda             707.78     23114.58        24.71   28302649      30252
vda             708.10     23102.73        24.65   28357681      30252
vda             708.57     23095.54        24.60   28418369      30272
vda             709.12     23090.74        24.55   28481729      30276
vda             709.58     23083.05        24.51   28541725      30300
vda             709.96     23074.22        24.47   28600033      30324
vda             710.48     23068.67        24.42   28662597      30340
vda             710.96     23061.68        24.36   28723089      30340
vda             711.48     23056.31        24.31   28785805      30356
vda             711.89     23049.85        24.26   28846893      30356
vda             712.34     23043.39        24.21   28908157      30372
vda             712.74     23036.15        24.15   28968417      30372
vda             713.36     23032.99        24.11   29033769      30396
vda             713.87     23028.75        24.06   29097521      30396
vda             714.21     23019.23        24.03   29154777      30432
vda             714.51     23008.89        23.97   29210937      30432
vda             714.99     23002.86        23.93   29272289      30448
vda             715.47     22996.78        23.88   29333769      30456
vda             715.86     22989.60        23.83   29393577      30472
vda             716.26     22982.14        23.78   29453221      30472
vda             716.69     22977.20        23.73   29516053      30488
vda             717.13     22971.00        23.68   29577225      30488
vda             717.65     22964.78        23.64   29638349      30504
vda             718.25     22962.31        23.58   29704273      30504
vda             718.74     22956.56        23.54   29765701      30528
vda             719.22     22951.16        23.49   29827781      30528
vda             719.56     22943.38        23.46   29886741      30564
vda             719.99     22936.33        23.41   29946589      30568
vda             720.22     22925.32        23.37   30001221      30580
vda             720.74     22920.18        23.33   30063481      30600
vda             721.31     22916.77        23.31   30127993      30644
vda             721.88     22913.52        23.28   30192681      30676
vda             722.34     22908.93        23.23   30255369      30680
vda             722.85     22905.19        23.21   30319373      30720
vda             723.21     22897.68        23.16   30378117      30720
vda             723.28     22883.27        23.11   30427877      30732
vda             723.79     22878.90        23.08   30490933      30752
vda             724.39     22877.40        23.05   30557805      30788
vda             724.70     22868.93        23.01   30615089      30800
vda             725.10     22861.89        22.97   30674485      30816
vda             725.69     22859.18        23.03   30739653      30964
vda             726.00     22849.97        23.09   30795813      31116
vda             726.17     22838.62        23.04   30849269      31120
vda             726.66     22835.05        23.00   30913173      31136
vda             727.01     22827.55        22.95   30971729      31136
vda             727.27     22818.83        22.91   31028365      31152
vda             727.66     22812.56        22.86   31088501      31152
vda             728.09     22808.56        22.82   31151709      31168
vda             728.43     22801.74        22.78   31210797      31176
vda             728.86     22796.86        22.74   31272733      31192
vda             729.15     22789.01        22.69   31330561      31200
vda             729.59     22783.73        22.66   31391657      31216
vda             729.87     22775.73        22.75   31449185      31420
vda             730.25     22769.31        22.72   31508849      31440
vda             730.58     22763.37        22.70   31569153      31484
vda             731.12     22760.38        22.66   31633285      31496
vda             731.58     22756.59        22.62   31696517      31500
vda             731.82     22747.70        22.58   31752605      31516
vda             732.21     22742.44        22.53   31813721      31516
vda             732.68     22738.85        22.50   31876913      31536
vda             733.00     22732.93        22.45   31937033      31540
vda             733.41     22727.99        22.42   31998509      31564
vda             733.80     22722.73        22.37   32059269      31564
vda             734.12     22716.21        22.34   32118449      31580
vda             734.33     22707.21        22.29   32174069      31580
vda             734.56     22698.30        22.25   32229773      31596
vda             734.90     22693.15        22.21   32290765      31596
vda             735.21     22686.33        22.17   32349117      31608
vda             735.25     22673.85        22.12   32399573      31612
vda             735.52     22667.14        22.09   32457989      31628
vda             735.99     22664.34        22.04   32522197      31628
vda             736.25     22656.51        22.02   32579149      31664
vda             736.51     22649.02        21.98   32636325      31668
vda             736.84     22642.61        21.95   32695245      31688
vda             737.08     22635.24        21.90   32752733      31692
vda             737.10     22622.48        21.87   32802137      31708
vda             737.44     22617.03        21.82   32862321      31708
vda             737.83     22612.48        21.79   32923765      31724
vda             738.17     22606.34        21.74   32982645      31724
vda             738.43     22599.69        21.71   33040969      31740
vda             738.89     22597.06        21.67   33105149      31752
vda             739.05     22588.41        21.64   33160241      31764
vda             738.99     22574.28        21.60   33207437      31768
vda             739.27     22568.00        21.58   33266141      31808
vda             739.53     22562.13        21.54   33325165      31808
vda             739.55     22549.19        21.51   33373933      31840
vda             739.73     22540.95        21.47   33429581      31840
vda             739.93     22532.76        21.44   33485257      31868
vda             740.22     22527.70        21.40   33545553      31868
vda             740.30     22517.52        21.37   33597941      31884
vda             740.66     22512.36        21.33   33658005      31884
vda             740.95     22506.88        21.29   33717561      31900
vda             741.14     22498.69        21.25   33772781      31900
vda             741.42     22492.11        21.22   33830601      31916
vda             741.71     22486.60        21.19   33890009      31940
vda             741.80     22476.57        21.16   33942537      31956
vda             742.22     22473.02        21.12   34004593      31964
vda             742.46     22467.12        21.09   34063301      31980
vda             742.34     22452.29        21.05   34108173      31980
vda             742.40     22442.31        21.02   34160557      31996
vda             742.69     22436.21        20.98   34218581      31996
vda             742.79     22426.46        20.95   34271221      32012
vda             743.03     22419.69        20.91   34328353      32012
vda             743.30     22414.74        20.88   34388021      32028
vda             743.45     22406.46        20.84   34442761      32028
vda             743.55     22396.87        20.81   34495433      32044
vda             743.69     22388.41        20.78   34549793      32060
vda             743.89     22381.42        20.75   34606149      32088
vda             743.91     22369.71        20.72   34658281      32108
vda             744.14     22363.47        20.69   34715933      32124
vda             744.14     22352.46        20.65   34765901      32124
vda             744.37     22346.49        20.64   34823881      32168
vda             744.54     22339.88        20.60   34880597      32168
vda             744.59     22329.58        20.57   34931717      32184
vda             744.56     22317.49        20.53   34979769      32184
vda             744.69     22309.52        20.50   35034421      32200
vda             744.83     22302.03        20.47   35089561      32200
vda             744.92     22292.53        20.44   35141721      32216
vda             745.01     22283.18        20.41   35194057      32232
vda             745.14     22275.01        20.39   35248193      32260
vda             745.23     22265.67        20.45   35300217      32428
vda             745.24     22254.32        20.48   35349209      32528
vda             745.22     22243.44        20.44   35398873      32528
vda             745.37     22236.17        20.41   35454017      32544
vda             745.50     22228.62        20.37   35508885      32544
vda             745.59     22219.77        20.34   35561413      32560
vda             745.68     22211.30        20.31   35614705      32560
vda             745.69     22200.75        20.28   35664621      32576
vda             745.64     22188.81        20.24   35712217      32576
vda             745.59     22177.37        20.22   35760341      32608
vda             745.63     22167.75        20.21   35814213      32644
vda             745.63     22156.92        20.18   35863185      32664
vda             745.80     22150.32        20.14   35919185      32664
vda             745.85     22140.48        20.13   35969641      32700
vda             745.90     22131.70        20.09   36021993      32700
vda             745.82     22119.78        20.06   36069173      32716
vda             745.66     22106.27        20.03   36113473      32716
vda             745.76     22097.57        20.00   36165773      32732
vda             745.85     22089.04        19.96   36218069      32732
vda             745.98     22081.56        19.94   36272281      32748
vda             745.95     22070.66        19.91   36320585      32764
vda             745.97     22061.83        19.89   36372457      32792
vda             745.99     22052.22        19.86   36422777      32796
vda             746.03     22042.64        19.83   36473301      32812
vda             746.11     22034.57        19.79   36526261      32812
vda             746.04     22022.68        19.78   36572621      32840
vda             746.08     22013.49        19.74   36623405      32840
vda             746.11     22003.93        19.71   36673733      32856
vda             746.15     21994.29        19.68   36723641      32856
vda             746.22     21985.31        19.65   36774821      32876
vda             746.16     21974.57        19.62   36822785      32876
vda             745.96     21959.89        19.59   36864293      32892
vda             745.82     21947.36        19.57   36909309      32904
vda             745.67     21933.88        19.54   36952661      32920
vda             745.76     21925.81        19.51   37004849      32924
vda             745.79     21917.77        19.48   37057257      32940
vda             745.83     21909.21        19.45   37108717      32940
vda             745.80     21898.38        19.43   37156081      32960
vda             745.85     21889.99        19.39   37207729      32960
vda             745.90     21880.80        19.37   37257965      32976
vda             746.01     21873.75        19.33   37311581      32976
vda             746.03     21864.38        19.31   37361413      32992
vda             745.90     21851.77        19.27   37405421      32992
vda             745.97     21843.88        19.25   37457673      33008
vda             746.01     21835.76        19.23   37509465      33028
vda             746.10     21827.91        19.21   37561469      33064
vda             746.02     21816.78        19.18   37607977      33068
vda             746.07     21808.25        19.17   37658917      33108
vda             746.17     21800.85        19.14   37711541      33108
vda             746.10     21789.63        19.12   37757717      33124
vda             745.93     21776.55        19.08   37800381      33124
vda             745.86     21766.00        19.06   37847597      33140
vda             746.01     21760.54        19.03   37903381      33140
vda             745.94     21750.28        19.00   37950973      33156
vda             745.98     21742.12        18.97   38002177      33156
vda             746.06     21734.63        18.95   38054297      33172
vda             746.06     21725.34        18.92   38103417      33184
vda             745.92     21713.49        18.90   38147773      33200
vda             745.93     21704.32        18.88   38196997      33232
vda             745.91     21695.50        18.87   38246781      33260
vda             745.76     21684.04        18.83   38291633      33260
vda             745.67     21673.56        18.81   38338357      33276
vda             745.72     21665.74        18.78   38389529      33276
vda             745.69     21656.04        18.76   38437525      33292
vda             745.66     21646.54        18.73   38485601      33292
vda             745.66     21637.91        18.70   38535385      33308
vda             745.71     21630.37        18.67   38586849      33308
vda             745.64     21621.20        18.65   38635565      33324
vda             745.57     21610.43        18.67   38681381      33420
vda             745.46     21599.67        18.70   38727129      33532
vda             745.44     21590.17        18.69   38774873      33568
vda             745.41     21580.77        18.67   38822937      33592
vda             745.39     21572.04        18.64   38871949      33592
vda             745.27     21561.35        18.62   38917589      33608
vda             744.95     21545.85        18.59   38954245      33608
vda             744.90     21536.11        18.57   39001457      33624
vda             744.87     21526.70        18.54   39049005      33624
vda             744.97     21520.34        18.51   39102233      33640
vda             744.95     21511.05        18.48   39149901      33640
vda             744.98     21502.49        18.46   39199045      33656
vda             744.95     21493.77        18.44   39247621      33680
vda             744.78     21481.69        18.44   39290233      33720
vda             744.75     21472.31        18.43   39337481      33756
vda             744.78     21464.92        18.40   39388565      33772
vda             744.73     21455.30        18.37   39435261      33772
vda             744.67     21445.87        18.35   39482269      33788
vda             744.54     21434.31        18.32   39525501      33788
vda             744.48     21424.57        18.30   39571821      33804
vda             744.37     21413.94        18.27   39616653      33804
vda             744.13     21400.58        18.25   39656121      33820
vda             744.08     21391.40        18.22   39703293      33824
vda             744.13     21384.17        18.20   39754241      33840
vda             744.10     21375.25        18.18   39801785      33848
vda             744.01     21365.75        18.16   39848397      33864
vda             743.79     21353.08        18.13   39888833      33868
vda             743.76     21344.42        18.11   39936897      33884
vda             743.73     21335.51        18.08   39984233      33884
vda             743.58     21324.17        18.06   40027165      33900
vda             743.44     21314.23        18.03   40072449      33900
vda             743.41     21307.11        18.01   40122997      33916
vda             743.31     21297.58        17.98   40169161      33916
vda             743.12     21285.46        17.96   40210149      33928
vda             743.08     21277.24        17.94   40258657      33936
vda             743.00     21267.80        17.92   40304613      33952
vda             742.99     21259.66        17.89   40352961      33960
vda             742.99     21251.84        17.87   40402089      33976
vda             742.89     21241.71        17.85   40446549      33984
vda             742.89     21234.15        17.83   40496065      34008
vda             742.83     21225.83        17.80   40543877      34008
vda             742.66     21214.87        17.78   40586801      34024
vda             742.53     21204.75        17.76   40631049      34024
vda             742.50     21196.82        17.74   40679453      34040
vda             742.51     21188.82        17.71   40727869      34040
vda             742.55     21182.05        17.69   40778405      34056
vda             742.47     21173.09        17.67   40824889      34064
vda             742.42     21165.24        17.65   40873245      34092
vda             742.25     21153.81        17.63   40914633      34100
vda             742.06     21142.10        17.61   40955625      34116
vda             741.97     21132.28        17.60   41000009      34140
vda             741.81     21121.40        17.58   41042473      34156
vda             741.61     21110.05        17.55   41083745      34156
vda             741.58     21102.19        17.53   41131969      34172
vda             741.47     21092.56        17.50   41176481      34172
vda             741.18     21079.12        17.49   41213685      34188
vda             741.16     21071.80        17.46   41262581      34188
vda             741.13     21064.12        17.44   41310737      34204
vda             741.10     21056.58        17.42   41359329      34208
vda             741.08     21048.54        17.40   41406693      34224
vda             740.99     21040.01        17.38   41453029      34236
vda             740.58     21023.20        17.36   41483185      34264
vda             740.43     21012.72        17.35   41525541      34280
vda             740.34     21004.07        17.33   41571677      34296
vda             740.31     20996.54        17.30   41619765      34296
vda             740.13     20985.66        17.28   41661153      34312
vda             739.97     20975.12        17.26   41703365      34312
vda             739.98     20968.89        17.24   41753881      34328
vda             739.83     20958.42        17.21   41796121      34328
vda             739.65     20947.81        17.20   41837801      34344
vda             739.58     20939.73        17.17   41884697      34344
vda             739.44     20929.14        17.17   41926301      34396
vda             739.33     20920.36        17.15   41971469      34404
vda             739.21     20910.92        17.13   42015477      34420
vda             739.09     20901.36        17.11   42058977      34420
vda             739.07     20893.21        17.09   42105453      34436
vda             738.91     20883.14        17.07   42147805      34456
vda             738.79     20874.16        17.05   42192513      34472
vda             738.73     20865.98        17.03   42238577      34472
vda             738.58     20856.30        17.01   42281765      34488
vda             738.53     20849.23        16.99   42329989      34488
vda             738.41     20839.76        16.97   42373481      34504
vda             738.40     20832.40        16.94   42421017      34504
vda             738.28     20823.11        16.93   42464773      34532
vda             738.09     20812.56        16.91   42505697      34536
vda             738.01     20803.79        16.89   42550401      34552
vda             737.94     20795.15        16.87   42595117      34552
vda             737.89     20787.28        16.85   42641573      34568
vda             737.75     20777.66        16.83   42684165      34568
vda             737.70     20770.45        16.81   42731869      34588
vda             737.64     20762.34        16.80   42778313      34608
vda             737.47     20751.94        16.78   42819353      34624
vda             737.23     20740.37        16.76   42857689      34624
vda             737.19     20733.09        16.74   42904841      34640
vda             737.07     20724.55        16.72   42949557      34640
vda             737.01     20717.21        16.71   42996505      34684
vda             736.93     20709.33        16.69   43042477      34688
vda             736.84     20701.73        16.67   43088781      34704
vda             736.69     20692.23        16.65   43131297      34704
vda             736.61     20684.01        16.63   43176217      34720
vda             736.57     20677.21        16.62   43224053      34736
vda             736.42     20667.49        16.60   43265953      34752
vda             736.32     20658.50        16.58   43309105      34752
vda             736.21     20649.79        16.56   43353005      34768
vda             736.15     20642.29        16.54   43399177      34768
vda             735.99     20632.06        16.52   43439561      34788
vda             735.89     20623.82        16.50   43484289      34788
vda             735.87     20616.98        16.49   43531729      34816
vda             735.75     20607.56        16.47   43573869      34816
vda             735.71     20600.42        16.46   43620573      34848
vda             735.50     20589.66        16.44   43659757      34864
vda             735.33     20579.79        16.42   43700569      34864
vda             735.15     20569.99        16.41   43741469      34892
vda             735.07     20562.70        16.39   43787857      34892
vda             734.94     20553.14        16.37   43829165      34908
vda             734.82     20545.57        16.35   43874865      34908
vda             734.67     20536.36        16.33   43916809      34924
vda             734.62     20528.63        16.31   43962065      34928
vda             734.39     20516.86        16.29   43998409      34944
vda             734.31     20509.67        16.28   44044729      34952
vda             734.18     20500.89        16.26   44087365      34968
vda             734.02     20490.80        16.26   44127337      35016
vda             733.70     20477.44        16.24   44160009      35016
vda             733.61     20469.61        16.23   44204737      35048
vda             733.50     20461.66        16.22   44248953      35076
vda             733.27     20450.41        16.20   44286181      35092
vda             733.17     20442.26        16.18   44329849      35092
vda             733.05     20433.71        16.17   44372813      35108
vda             732.91     20425.16        16.15   44415521      35108
vda             732.82     20417.23        16.13   44459733      35132
vda             732.66     20407.28        16.11   44499301      35132
vda             732.54     20399.28        16.13   44543249      35212
vda             732.35     20389.18        16.15   44582373      35304
vda             732.16     20379.29        16.17   44621877      35396
vda             732.06     20371.28        16.14   44665669      35396
vda             731.96     20362.55        16.13   44707597      35412
vda             731.77     20352.44        16.11   44746673      35424
vda             731.50     20340.78        16.10   44782065      35440
vda             731.40     20332.79        16.08   44825669      35440
vda             731.28     20324.65        16.06   44868689      35456
vda             731.12     20315.82        16.04   44910345      35456
vda             730.96     20306.89        16.03   44951541      35488
vda             730.81     20297.98        16.01   44992913      35488
vda             730.57     20286.85        16.01   45029089      35532
vda             730.32     20275.54        15.99   45065029      35532
vda             730.20     20267.68        15.97   45108361      35552
vda             730.02     20257.72        15.96   45147161      35564
vda             729.88     20249.43        15.94   45189437      35568
vda             729.72     20240.78        15.93   45231061      35608
vda             729.54     20231.72        15.91   45271505      35608
vda             729.36     20221.78        15.90   45310133      35624
vda             729.24     20213.80        15.88   45352889      35624
vda             729.01     20203.78        15.86   45391225      35640
vda             728.78     20192.72        15.85   45426945      35648
vda             728.65     20183.66        15.83   45467321      35664
vda             728.47     20174.56        15.81   45507349      35668
vda             728.25     20163.73        15.80   45543625      35688
vda             728.07     20154.34        15.78   45582865      35688
vda             727.85     20143.79        15.77   45619649      35716
vda             727.63     20133.45        15.75   45656633      35716
vda             727.47     20124.44        15.74   45696777      35748
vda             727.22     20113.77        15.72   45732889      35748
vda             726.95     20102.38        15.71   45767485      35764
vda             726.72     20092.04        15.69   45804221      35764
vda             726.45     20080.55        15.67   45838469      35780
vda             726.18     20069.10        15.66   45872541      35788
vda             725.88     20057.08        15.64   45905445      35804
vda             725.66     20046.96        15.72   45942429      36016
vda             725.40     20035.91        15.71   45977405      36044
vda             725.16     20024.95        15.69   46012325      36044
vda             724.94     20014.49        15.68   46048545      36080
vda             724.64     20002.63        15.66   46081269      36080
vda             724.35     19991.18        15.65   46115061      36096
vda             724.11     19980.24        15.63   46149753      36096
vda             723.81     19968.34        15.61   46182385      36112
vda             723.54     19956.86        15.60   46215693      36120
vda             723.27     19945.96        15.59   46250481      36148
vda             723.00     19935.41        15.57   46285833      36156
vda             722.76     19925.19        15.56   46322081      36184
vda             722.48     19913.48        15.55   46354609      36188
vda             722.19     19901.90        15.53   46387553      36208
vda             721.91     19890.29        15.51   46420149      36208
vda             721.63     19878.70        15.50   46452937      36224
vda             721.33     19866.58        15.48   46484217      36224
vda             721.01     19855.07        15.48   46517057      36264
vda             720.70     19843.55        15.46   46549597      36264
vda             720.39     19831.82        15.45   46581765      36280
vda             720.07     19819.31        15.43   46611849      36284
vda             719.75     19807.88        15.42   46644593      36300
vda             719.47     19796.88        15.40   46678065      36304
vda             719.18     19785.39        15.38   46710537      36320
vda             718.81     19772.23        15.37   46738793      36328
vda             718.46     19759.91        15.36   46769145      36360
vda             718.15     19747.87        15.34   46799889      36360
vda             717.84     19736.30        15.33   46831873      36376
vda             717.50     19724.22        15.31   46862377      36376
vda             717.13     19710.92        15.31   46890121      36412
vda             716.87     19700.40        15.29   46924189      36412
vda             716.55     19688.23        15.27   46954469      36428
vda             716.23     19676.24        15.26   46984885      36436
vda             715.89     19663.78        15.25   47014321      36464
vda             715.56     19652.09        15.24   47045345      36484
vda             715.20     19638.90        15.22   47072869      36492
vda             714.88     19626.54        15.21   47102137      36508
vda             714.56     19614.55        15.19   47132389      36508
vda             714.21     19601.86        15.18   47160905      36524
vda             713.87     19589.73        15.16   47190477      36524
vda             713.50     19576.58        15.15   47217729      36540
vda             713.14     19564.07        15.14   47246261      36552
vda             712.80     19551.83        15.12   47275549      36568
