time               total        used        free      shared  buff/cache   available
2023-07-31 17:49:25  Mem:           125G         34G         63G        1.1M         26G         89G
2023-07-31 17:49:28  Mem:           125G         34G         63G        1.1M         27G         89G
2023-07-31 17:49:31  Mem:           125G         34G         63G        1.1M         27G         89G
2023-07-31 17:49:34  Mem:           125G         34G         63G        1.1M         27G         89G
2023-07-31 17:49:37  Mem:           125G         34G         62G        1.1M         27G         89G
2023-07-31 17:49:40  Mem:           125G         35G         62G        1.1M         27G         89G
2023-07-31 17:49:43  Mem:           125G         35G         62G        1.1M         27G         89G
2023-07-31 17:49:46  Mem:           125G         35G         62G        1.1M         27G         88G
2023-07-31 17:49:49  Mem:           125G         35G         62G        1.1M         27G         88G
2023-07-31 17:49:52  Mem:           125G         35G         62G        1.1M         27G         88G
2023-07-31 17:49:55  Mem:           125G         35G         62G        1.1M         27G         88G
2023-07-31 17:49:58  Mem:           125G         35G         62G        1.1M         27G         88G
2023-07-31 17:50:01  Mem:           125G         35G         61G        1.1M         27G         88G
2023-07-31 17:50:04  Mem:           125G         35G         61G        1.1M         27G         88G
2023-07-31 17:50:07  Mem:           125G         35G         61G        1.1M         27G         88G
2023-07-31 17:50:10  Mem:           125G         35G         61G        1.1M         27G         88G
2023-07-31 17:50:13  Mem:           125G         35G         61G        1.1M         27G         88G
2023-07-31 17:50:16  Mem:           125G         35G         61G        1.1M         27G         88G
2023-07-31 17:50:19  Mem:           125G         36G         61G        1.1M         28G         88G
2023-07-31 17:50:22  Mem:           125G         36G         60G        1.1M         28G         88G
2023-07-31 17:50:25  Mem:           125G         36G         60G        1.1M         28G         88G
2023-07-31 17:50:28  Mem:           125G         36G         60G        1.1M         28G         87G
2023-07-31 17:50:31  Mem:           125G         36G         60G        1.1M         28G         87G
2023-07-31 17:50:34  Mem:           125G         36G         60G        1.1M         28G         87G
2023-07-31 17:50:37  Mem:           125G         36G         60G        1.1M         28G         87G
2023-07-31 17:50:40  Mem:           125G         36G         60G        1.1M         28G         87G
2023-07-31 17:50:43  Mem:           125G         36G         60G        1.1M         28G         87G
2023-07-31 17:50:46  Mem:           125G         36G         59G        1.1M         28G         87G
2023-07-31 17:50:49  Mem:           125G         36G         59G        1.1M         28G         87G
2023-07-31 17:50:52  Mem:           125G         36G         59G        1.1M         28G         87G
2023-07-31 17:50:55  Mem:           125G         36G         59G        1.1M         28G         87G
2023-07-31 17:50:58  Mem:           125G         37G         59G        1.1M         28G         87G
2023-07-31 17:51:01  Mem:           125G         37G         59G        1.1M         28G         87G
2023-07-31 17:51:04  Mem:           125G         37G         59G        1.1M         28G         87G
2023-07-31 17:51:07  Mem:           125G         37G         58G        1.1M         28G         86G
2023-07-31 17:51:10  Mem:           125G         37G         58G        1.1M         29G         86G
2023-07-31 17:51:13  Mem:           125G         37G         58G        1.1M         29G         86G
2023-07-31 17:51:16  Mem:           125G         37G         58G        1.1M         29G         86G
2023-07-31 17:51:19  Mem:           125G         37G         58G        1.1M         29G         86G
2023-07-31 17:51:22  Mem:           125G         37G         58G        1.1M         29G         86G
2023-07-31 17:51:25  Mem:           125G         37G         58G        1.1M         29G         86G
2023-07-31 17:51:28  Mem:           125G         37G         57G        1.1M         29G         86G
2023-07-31 17:51:31  Mem:           125G         37G         57G        1.1M         29G         86G
2023-07-31 17:51:34  Mem:           125G         37G         57G        1.1M         29G         86G
2023-07-31 17:51:37  Mem:           125G         38G         57G        1.1M         29G         86G
2023-07-31 17:51:40  Mem:           125G         38G         57G        1.1M         29G         86G
2023-07-31 17:51:43  Mem:           125G         38G         57G        1.1M         29G         86G
2023-07-31 17:51:46  Mem:           125G         38G         57G        1.1M         29G         85G
2023-07-31 17:51:49  Mem:           125G         38G         57G        1.1M         29G         85G
2023-07-31 17:51:52  Mem:           125G         38G         56G        1.1M         29G         85G
2023-07-31 17:51:55  Mem:           125G         38G         56G        1.1M         29G         85G
2023-07-31 17:51:58  Mem:           125G         38G         56G        1.1M         29G         85G
2023-07-31 17:52:01  Mem:           125G         38G         56G        1.1M         30G         85G
2023-07-31 17:52:04  Mem:           125G         38G         56G        1.1M         30G         85G
2023-07-31 17:52:07  Mem:           125G         38G         56G        1.1M         30G         85G
2023-07-31 17:52:10  Mem:           125G         38G         56G        1.1M         30G         85G
2023-07-31 17:52:13  Mem:           125G         38G         55G        1.1M         30G         85G
2023-07-31 17:52:16  Mem:           125G         39G         55G        1.1M         30G         85G
2023-07-31 17:52:19  Mem:           125G         39G         55G        1.1M         30G         85G
2023-07-31 17:52:22  Mem:           125G         39G         55G        1.1M         30G         84G
2023-07-31 17:52:25  Mem:           125G         39G         55G        1.1M         30G         84G
2023-07-31 17:52:28  Mem:           125G         39G         55G        1.1M         30G         84G
2023-07-31 17:52:31  Mem:           125G         39G         55G        1.1M         30G         84G
2023-07-31 17:52:34  Mem:           125G         39G         54G        1.1M         30G         84G
2023-07-31 17:52:37  Mem:           125G         39G         54G        1.1M         30G         84G
2023-07-31 17:52:40  Mem:           125G         39G         54G        1.1M         30G         84G
2023-07-31 17:52:43  Mem:           125G         39G         54G        1.1M         30G         84G
2023-07-31 17:52:46  Mem:           125G         39G         54G        1.1M         30G         84G
2023-07-31 17:52:49  Mem:           125G         39G         54G        1.1M         30G         84G
2023-07-31 17:52:52  Mem:           125G         40G         54G        1.1M         30G         84G
2023-07-31 17:52:55  Mem:           125G         40G         54G        1.1M         31G         84G
2023-07-31 17:52:58  Mem:           125G         40G         53G        1.1M         31G         84G
2023-07-31 17:53:01  Mem:           125G         40G         53G        1.1M         31G         83G
2023-07-31 17:53:04  Mem:           125G         40G         53G        1.1M         31G         83G
2023-07-31 17:53:07  Mem:           125G         40G         53G        1.1M         31G         83G
2023-07-31 17:53:10  Mem:           125G         40G         53G        1.1M         31G         83G
2023-07-31 17:53:13  Mem:           125G         40G         53G        1.1M         31G         83G
2023-07-31 17:53:16  Mem:           125G         40G         53G        1.1M         31G         83G
2023-07-31 17:53:19  Mem:           125G         40G         52G        1.1M         31G         83G
2023-07-31 17:53:22  Mem:           125G         40G         52G        1.1M         31G         83G
2023-07-31 17:53:25  Mem:           125G         40G         52G        1.1M         31G         83G
2023-07-31 17:53:28  Mem:           125G         40G         52G        1.1M         31G         83G
2023-07-31 17:53:31  Mem:           125G         41G         52G        1.1M         31G         83G
2023-07-31 17:53:34  Mem:           125G         41G         52G        1.1M         31G         83G
2023-07-31 17:53:37  Mem:           125G         41G         52G        1.1M         31G         82G
2023-07-31 17:53:40  Mem:           125G         41G         51G        1.1M         31G         82G
2023-07-31 17:53:43  Mem:           125G         41G         51G        1.1M         31G         82G
2023-07-31 17:53:46  Mem:           125G         41G         51G        1.1M         31G         82G
2023-07-31 17:53:49  Mem:           125G         41G         51G        1.1M         32G         82G
2023-07-31 17:53:52  Mem:           125G         41G         51G        1.1M         32G         82G
2023-07-31 17:53:55  Mem:           125G         41G         51G        1.1M         32G         82G
2023-07-31 17:53:58  Mem:           125G         41G         51G        1.1M         32G         82G
2023-07-31 17:54:01  Mem:           125G         41G         51G        1.1M         32G         82G
2023-07-31 17:54:04  Mem:           125G         41G         50G        1.1M         32G         82G
2023-07-31 17:54:07  Mem:           125G         42G         50G        1.1M         32G         82G
2023-07-31 17:54:10  Mem:           125G         42G         50G        1.1M         32G         82G
2023-07-31 17:54:13  Mem:           125G         42G         50G        1.1M         32G         82G
2023-07-31 17:54:16  Mem:           125G         42G         50G        1.1M         32G         81G
2023-07-31 17:54:19  Mem:           125G         42G         50G        1.1M         32G         81G
2023-07-31 17:54:22  Mem:           125G         42G         50G        1.1M         32G         81G
2023-07-31 17:54:25  Mem:           125G         42G         49G        1.1M         32G         81G
2023-07-31 17:54:28  Mem:           125G         42G         49G        1.1M         32G         81G
2023-07-31 17:54:31  Mem:           125G         42G         49G        1.1M         32G         81G
2023-07-31 17:54:34  Mem:           125G         42G         49G        1.1M         32G         81G
2023-07-31 17:54:37  Mem:           125G         42G         49G        1.1M         32G         81G
2023-07-31 17:54:40  Mem:           125G         42G         49G        1.1M         32G         81G
2023-07-31 17:54:43  Mem:           125G         42G         49G        1.1M         32G         81G
2023-07-31 17:54:46  Mem:           125G         43G         49G        1.1M         33G         81G
2023-07-31 17:54:49  Mem:           125G         43G         48G        1.1M         33G         81G
2023-07-31 17:54:53  Mem:           125G         43G         48G        1.1M         33G         81G
