      enp1s0      
 KB/s in  KB/s out
  188.10   3552.71
  177.48   3398.70
  186.50   3580.44
  194.20   3727.34
  178.55   3389.24
  194.34   3674.48
  205.79   3877.64
  198.87   3838.33
  193.18   3697.88
  187.43   3619.62
  215.90   4052.70
  197.53   3815.50
  193.70   3685.23
  209.24   3989.29
  204.35   3945.37
  194.37   3702.18
  209.87   3981.96
  200.59   3907.68
  197.73   3682.82
  206.21   3876.89
  194.05   3811.11
  189.90   3587.06
  203.61   3845.32
  196.89   3823.87
  217.78   4137.02
  207.91   3908.73
  169.50   3240.88
  212.29   4063.25
  199.28   3819.67
  200.78   3794.03
  194.14   3712.16
  207.06   4008.19
  208.19   3920.69
  214.57   4147.17
  197.50   3753.97
  200.85   3854.00
  216.85   4142.95
  189.62   3640.59
  198.58   3789.41
  194.52   3690.91
  193.19   3743.78
  195.10   3636.93
  194.48   3759.13
  220.98   4278.85
  218.19   4106.09
  200.78   3812.59
  206.93   3937.77
  199.01   3814.43
  207.48   4034.21
  192.48   3679.74
  201.88   3820.32
  187.61   3601.61
  198.85   3788.68
  213.26   4113.93
  210.67   3969.74
  199.14   3742.54
  208.70   4022.88
  218.66   4224.75
  208.65   3974.06
  223.78   4310.24
  213.04   4099.60
  197.16   3784.76
  209.95   3979.29
  183.38   3527.25
  196.71   3712.30
  203.96   3955.12
  203.58   3855.27
  201.45   3880.35
  194.23   3688.78
  210.25   4114.73
  207.03   3865.46
  199.79   3869.66
  219.20   4234.69
  204.23   3842.11
  211.44   4048.21
  214.63   4066.64
  208.20   3970.26
  208.09   3995.72
  227.45   4352.37
  211.59   4042.86
  222.40   4286.54
  219.59   4176.83
  208.63   4022.22
  222.03   4216.23
  201.77   3823.93
  228.93   4427.47
  187.00   3602.62
  177.31   3347.41
  213.83   4095.50
  224.67   4269.04
  208.51   3992.57
  204.32   3905.51
  215.95   4136.57
  214.08   4062.39
  223.13   4282.30
  204.03   3900.32
  218.15   4176.59
  214.20   4056.53
  221.19   4312.46
  213.30   4042.08
  184.11   3449.32
  201.92   3865.28
  227.38   4363.65
  208.58   4022.98
  198.30   3786.11
  237.47   4513.87
  224.67   4315.29
  225.81   4320.55
  226.29   4387.30
  201.02   3729.57
  219.17   4198.57
  179.90   3428.60
  209.12   4030.64
  225.69   4287.43
  221.17   4293.98
  187.06   3515.41
  200.41   3916.31
  215.79   4090.52
  227.87   4367.43
  225.45   4297.43
  221.11   4202.07
  217.60   4194.13
  215.35   4148.14
  220.65   4151.90
  230.57   4435.57
  222.97   4324.01
  213.99   4058.63
  153.20   2955.66
  195.53   3694.51
  199.65   3752.44
  197.64   3837.48
  216.37   4100.52
  214.58   4132.37
  216.34   4105.39
  214.07   4131.68
  224.07   4292.32
  227.84   4335.81
  202.12   3938.15
  232.55   4383.28
  207.91   4032.00
  236.70   4466.82
  217.45   4184.59
  186.02   3485.08
  219.59   4194.81
  237.96   4595.74
  210.55   4067.86
  231.62   4470.06
  210.16   3963.94
  217.46   4199.31
  215.94   4095.26
  219.04   4210.65
  224.98   4267.06
  227.44   4340.20
  206.88   3974.78
  202.98   3892.75
  209.09   3993.94
  214.49   4106.32
  230.44   4501.66
  143.84   2705.34
  230.47   4427.84
  238.22   4612.96
  232.92   4359.98
  205.81   3960.33
  209.48   3982.83
  257.13   4976.29
  229.81   4361.74
  220.63   4270.86
  210.94   4060.43
  211.28   3993.15
  209.69   4064.16
  231.75   4412.10
  234.65   4458.82
  221.83   4250.20
  239.88   4662.75
  237.57   4487.41
  222.50   4278.05
  229.32   4412.10
  241.46   4603.36
  212.35   4036.97
  240.87   4586.51
  236.20   4564.67
  222.07   4216.75
  220.37   4221.83
  216.40   4132.39
  192.26   3706.41
  230.92   4507.66
  224.64   4210.33
  228.61   4458.84
  239.04   4533.16
  227.71   4409.12
  239.87   4558.04
  233.76   4435.01
  237.90   4555.78
  222.99   4300.50
  223.42   4251.55
  224.62   4366.36
  214.28   4082.70
  213.79   4046.64
  232.81   4530.82
  233.47   4461.69
  236.90   4465.11
  254.29   4954.25
  245.42   4643.13
  218.20   4166.34
  230.15   4445.15
  165.08   3164.89
  234.68   4508.04
  227.89   4345.46
  216.76   4138.00
  221.87   4270.73
  216.74   4097.66
  252.23   4805.02
  231.81   4512.48
  212.86   4041.21
  254.65   4930.28
  241.84   4631.23
  229.51   4422.95
  241.11   4624.76
  239.83   4580.68
  233.19   4515.60
  237.51   4531.11
  240.03   4544.36
  241.16   4642.47
  246.85   4730.14
  190.54   3729.34
  208.86   3945.87
  208.57   3978.36
  244.19   4694.05
  221.04   4237.84
  249.23   4736.60
  236.19   4535.71
  239.92   4644.61
  243.13   4633.47
  215.03   4095.77
  231.75   4480.86
  235.42   4511.38
  235.33   4486.88
  244.36   4701.66
  243.74   4674.30
  206.29   3940.30
  204.28   3924.52
  225.09   4272.95
  257.24   4998.50
  223.18   4315.28
  254.02   4781.38
  217.97   4249.09
  232.00   4428.44
  231.61   4398.75
  218.68   4247.14
  247.76   4706.20
  235.87   4507.72
  244.89   4699.55
  254.92   4923.17
  238.67   4593.72
  218.05   4156.41
  230.12   4401.32
  257.07   4944.96
  237.34   4584.52
  246.88   4721.00
  240.96   4603.53
  229.96   4387.71
  250.05   4875.98
  251.14   4842.19
  249.94   4791.06
  275.41   5275.55
  221.03   4223.54
  243.16   4690.69
  226.55   4268.72
  223.56   4357.19
  234.95   4479.83
  228.57   4347.02
  208.51   4051.17
  249.77   4810.49
  259.74   4979.46
  240.85   4573.21
  236.49   4572.97
  258.85   4930.80
  252.40   4867.15
  236.27   4497.29
  234.05   4489.14
  262.74   5027.56
  269.30   5208.51
  230.35   4410.89
  221.21   4245.42
  248.18   4786.87
  224.34   4207.09
  239.50   4685.75
  253.09   4780.91
  260.82   4997.07
  258.32   4971.96
  241.77   4658.72
  267.82   5168.26
  248.95   4778.87
  271.58   5252.78
  249.27   4743.40
  266.42   5120.39
  235.78   4520.26
  253.83   4909.36
  226.72   4256.59
  255.02   4918.83
  255.07   4871.59
  234.81   4526.65
  245.35   4732.06
  264.70   5107.54
  263.13   5056.00
  256.52   4878.05
  253.49   4854.20
  259.64   4977.10
  248.22   4762.50
  258.78   4955.81
  262.11   5062.17
  263.34   5085.89
  274.23   5244.50
  260.58   5042.09
  271.40   5201.75
  265.13   5015.59
  271.30   5234.93
  231.38   4425.96
  218.84   4174.68
  230.64   4431.33
  262.79   5062.25
  262.19   5037.69
  284.25   5451.33
  284.48   5488.14
  269.38   5089.53
  258.15   5031.47
  291.73   5577.30
  271.45   5254.73
  273.50   5190.84
  259.68   5040.98
  244.55   4687.47
  251.06   4788.58
  274.38   5291.02
  246.25   4743.84
  274.60   5267.92
  300.80   5775.20
  271.58   5214.38
  256.19   4927.89
  288.38   5502.28
  255.98   4938.00
  269.89   5168.71
  273.80   5302.62
  279.78   5412.25
  290.64   5618.72
  236.11   4489.34
  243.54   4678.17
  274.43   5281.28
  278.88   5306.44
  263.59   5120.15
  286.23   5419.09
  263.34   5143.75
  258.83   4943.94
  261.97   5040.78
  280.71   5381.28
  289.91   5595.82
  297.52   5691.99
  248.90   4812.62
  286.84   5515.42
  258.82   4964.62
  263.24   5120.32
  247.89   4710.42
  255.35   4915.82
  277.70   5347.68
  271.47   5192.36
  306.41   5864.17
  290.93   5641.80
  292.42   5647.73
  280.76   5329.93
  285.35   5565.62
  312.29   6026.00
  273.12   5289.26
  296.18   5623.15
  260.82   5065.43
  258.46   4939.67
  275.76   5260.10
  280.96   5447.29
  271.37   5183.29
  297.67   5755.79
  289.12   5550.17
  205.20   4021.59
  293.62   5573.55
  277.97   5343.00
  306.19   5868.97
  280.07   5382.85
  292.51   5617.04
  301.94   5808.77
  281.65   5406.94
  240.18   4605.48
  307.45   5939.06
  264.73   5080.16
  287.54   5510.35
  267.14   5120.03
  268.96   5224.45
  308.82   5894.89
  276.76   5364.61
  296.22   5632.13
  288.24   5545.13
  305.62   5869.27
  289.48   5599.93
  315.01   6088.12
  287.13   5488.08
  317.18   6118.75
  298.72   5775.95
  297.02   5633.58
  245.49   4746.73
  236.53   4543.65
  310.59   5949.57
  270.13   5292.13
  301.76   5748.32
  302.19   5857.29
  323.41   6210.53
  293.50   5661.95
  302.53   5780.87
  297.60   5756.60
  319.80   6187.56
  312.73   6034.46
  328.24   6351.11
  326.28   6289.92
  256.85   4938.01
  304.12   5809.62
  265.76   5127.86
  273.80   5270.71
  277.46   5295.18
  300.73   5810.88
  304.39   5878.33
  297.55   5686.54
  283.23   5514.07
  307.58   5882.85
  300.25   5837.15
  332.86   6354.87
  313.74   6061.94
  276.00   5269.76
  288.36   5540.72
  324.45   6225.63
  318.70   6175.34
  308.14   5889.40
  303.23   5850.53
  350.74   6801.46
  320.94   6199.13
  321.13   6155.33
  344.06   6658.20
  312.76   5972.26
  329.58   6385.05
  296.28   5710.93
  263.67   5101.45
  283.55   5421.34
  347.05   6728.15
  346.91   6685.04
  339.15   6529.38
  345.12   6670.15
  313.36   6077.53
  359.70   6885.06
  326.04   6291.73
  334.46   6487.26
  328.83   6243.99
  358.47   6972.71
  336.47   6522.79
  284.89   5519.87
  280.65   5256.29
  336.34   6611.82
  319.09   6133.05
  354.04   6832.26
  320.69   6183.41
  338.97   6497.05
  334.76   6537.66
  363.01   7032.46
  335.51   6491.26
  338.77   6485.45
  353.28   6815.67
  331.73   6414.37
  368.88   7076.86
  313.61   6089.04
  320.17   6146.24
  296.69   5695.62
  283.26   5512.94
  328.20   6308.49
  340.37   6613.52
  316.61   6039.10
  350.89   6780.46
  357.65   6923.66
  339.44   6532.95
  366.96   7082.15
  339.61   6597.29
  354.71   6826.34
  375.51   7225.18
  359.24   7007.15
  337.79   6462.88
  360.77   6963.40
  299.29   5791.05
  336.05   6488.78
  340.65   6526.70
  311.58   6036.98
  292.65   5622.19
  342.16   6588.16
  328.11   6407.68
  366.31   7091.43
  367.18   7089.12
  335.49   6487.25
  341.58   6501.90
  383.94   7467.87
  394.83   7682.14
  366.27   7078.79
  381.77   7328.40
  375.61   7252.95
  365.09   7083.72
  384.19   7442.94
  335.99   6412.21
  372.92   7251.61
  329.70   6338.02
  314.04   5996.38
  349.05   6756.03
  330.05   6362.34
  350.85   6858.27
  375.04   7242.11
  361.66   6980.39
  385.83   7399.88
  375.33   7255.33
  377.09   7297.65
  379.84   7349.11
  377.46   7307.41
  371.20   7149.39
  385.40   7437.36
  410.81   7928.34
  373.66   7306.18
  343.23   6604.20
  352.13   6798.64
  345.79   6628.49
  361.50   6921.31
  371.97   7259.94
  363.94   7065.04
  409.27   7825.82
  389.81   7550.67
  417.01   8145.73
  390.79   7511.95
  428.03   8337.12
  400.94   7726.39
  387.44   7464.53
  420.17   8149.10
  462.11   8895.23
  380.54   7468.02
  388.51   7440.35
  398.17   7733.32
  365.48   7066.50
  379.47   7344.32
  404.83   7828.69
  445.71   8648.65
  393.76   7522.50
  416.51   8102.16
  406.05   7853.59
  424.75   8196.76
  395.24   7682.76
  454.33   8799.69
  443.92   8594.52
  437.03   8453.67
  416.33   8092.39
  425.17   8126.62
  353.27   6884.00
  366.55   7099.14
  346.41   6672.49
  375.72   7273.65
  402.25   7789.88
  412.20   7995.40
  399.20   7733.40
  433.69   8338.76
  467.50   9149.47
  449.10   8634.97
  429.99   8367.25
  440.47   8516.37
  415.96   8071.48
  477.46   9257.18
  443.59   8653.79
  453.38   8784.52
  382.37   7382.18
  420.22   8102.57
  380.66   7387.97
  384.51   7484.95
  470.55   9015.63
  472.50   9221.50
  439.83   8587.87
  483.76   9340.76
  482.64   9352.54
  481.28   9351.14
  466.29   9033.48
  479.33   9314.98
  480.28   9278.43
  458.33   8894.05
  447.73   8657.39
  421.49   8170.80
  464.13   8999.27
  403.49   7808.24
  418.31   8136.21
  394.43   7671.29
  479.41   9313.00
  457.57   8889.62
  506.36   9815.12
  499.37   9620.70
  501.56   9737.75
  461.82   8946.09
  509.03   9930.26
  502.29   9833.02
  526.72  10265.78
  483.76   9346.03
  462.84   8919.18
  435.61   8455.91
  455.39   8841.76
  392.63   7575.52
  489.91   9546.91
  491.35   9536.49
  510.88   9968.54
  486.73   9403.13
  544.59  10652.29
  492.27   9502.62
  523.83  10142.18
  527.71  10293.03
  542.67  10539.42
  538.69  10439.96
  492.79   9535.39
  399.12   7731.08
  457.71   9033.68
  536.65  10352.54
  489.21   9497.93
  557.76  10834.61
  493.49   9573.97
  557.03  10895.21
  535.15  10335.08
  584.67  11385.56
  539.98  10529.29
  539.56  10420.50
  503.53   9872.48
  584.68  11393.35
  597.14  11628.67
  510.54   9963.82
  462.00   8921.19
  409.46   7880.59
  507.51   9924.95
  527.64  10235.54
  537.98  10504.13
  605.83  11837.81
  585.14  11327.50
  585.79  11483.41
  558.56  10792.95
  594.99  11615.72
  612.25  11960.20
  464.44   9021.88
  604.08  11850.39
  587.46  11369.30
  509.08   9953.72
  597.90  11649.47
  552.67  10765.35
  558.58  10853.24
  634.58  12368.20
  596.78  11552.18
  602.93  11791.27
  610.42  11890.84
  626.26  12131.38
  615.47  12088.61
  625.86  12221.70
  644.59  12576.36
  667.26  13022.08
  545.22  10645.97
  593.78  11540.32
  638.42  12440.55
  632.20  12339.68
  531.77  10326.96
  550.00  10717.88
  577.06  11220.15
  606.04  11735.86
  691.62  13532.48
  620.82  12093.89
  624.87  12204.44
  630.41  12221.95
  676.26  13201.20
  704.91  13753.15
  644.02  12527.53
  663.44  12934.81
  729.71  14229.15
  650.07  12656.98
  530.99  10324.04
  598.62  11727.07
  624.38  12076.71
  569.01  11159.77
  465.44   8986.63
  598.83  11629.39
  633.20  12411.08
  684.59  13349.53
  667.20  13047.88
  733.26  14326.20
  714.16  13887.50
  648.78  12625.68
  820.53  16065.63
  692.85  13553.46
  700.83  13621.69
  717.61  13976.77
  662.09  12952.51
  657.30  12832.30
  757.16  14778.18
  579.78  11284.58
  604.97  11843.22
  628.37  12297.08
  677.68  13132.71
  698.23  13655.72
  723.89  14137.19
  762.57  14849.37
  743.14  14489.77
  797.17  15647.98
  733.11  14287.98
  691.76  13490.26
  718.49  13992.39
  782.46  15351.63
  755.32  14828.51
  785.33  15275.57
  629.74  12252.91
  653.67  12761.05
  726.00  14120.56
  746.67  14622.67
  738.80  14384.78
  819.41  16053.87
  793.35  15507.74
  808.43  15792.86
  784.07  15325.98
  847.25  16457.43
  817.31  15987.77
  835.90  16327.59
  772.61  15099.64
  791.57  15500.82
  746.67  14615.36
  866.27  16933.23
  832.35  16296.00
  669.25  13031.24
  633.49  12363.55
  660.71  12851.06
  785.51  15447.31
  805.08  15825.65
  938.55  18445.01
  957.06  18715.91
  934.36  18169.62
  865.92  16954.45
  925.46  18085.10
  915.36  17924.56
  935.79  18279.46
  919.15  18039.18
  937.95  18341.08
  863.03  16777.15
  870.46  17074.30
  753.50  14742.43
  959.78  18756.93
  925.78  18231.88
  983.07  19235.89
  945.30  18431.00
 1024.37  20050.29
  934.44  18314.31
 1050.61  20517.79
  919.92  18112.47
  966.85  18855.74
 1053.39  20627.05
  947.48  18478.61
  776.81  15160.53
  792.37  15559.19
  858.54  16796.06
  857.97  16775.73
  832.01  16252.71
  938.47  18419.11
  884.03  17221.50
 1062.93  20882.58
 1051.66  20547.64
 1091.69  21418.97
 1017.72  19950.66
 1067.21  20950.00
 1112.72  21718.62
 1088.71  21335.48
 1073.60  21010.58
 1060.15  20814.56
  980.48  19149.70
 1005.06  19738.30
  862.48  16835.60
  824.27  16079.77
  833.76  16334.12
  981.39  19205.44
 1034.03  20272.53
 1052.64  20615.26
 1023.11  20075.92
 1131.03  22142.70
 1136.61  22273.02
 1080.72  21116.94
 1153.59  22711.35
 1159.14  22635.36
 1169.57  22888.07
 1121.69  22024.38
 1209.15  23794.07
  986.18  19278.65
 1052.93  20621.70
 1106.02  21664.77
  933.99  18283.01
  988.25  19400.08
 1035.34  20252.70
 1117.55  21903.52
 1254.81  24574.03
 1178.90  23105.68
 1221.86  24012.25
 1261.92  24745.33
 1226.94  24048.29
 1355.65  26588.88
 1231.47  24084.52
 1266.32  24885.72
 1343.77  26351.66
 1212.81  23814.20
 1316.79  25793.75
 1286.23  25198.11
 1232.40  24151.00
 1039.38  20414.77
  977.77  19172.89
 1070.49  21068.05
 1144.99  22454.72
 1384.26  27145.74
 1381.78  27110.82
 1323.86  25868.43
 1417.61  27853.13
 1414.60  27667.05
 1480.65  29096.40
 1309.46  25730.81
 1381.15  27033.36
 1441.90  28307.91
 1278.57  25188.45
 1317.62  25843.16
 1323.08  25941.70
 1147.45  22551.26
 1129.05  22093.67
 1145.50  22438.28
 1100.68  21542.84
 1381.51  27152.29
 1462.29  28684.48
 1451.40  28516.12
 1465.44  28773.83
 1529.81  30051.87
 1557.23  30512.53
 1449.09  28391.98
 1465.31  28788.51
 1531.83  29997.67
 1562.96  30716.84
 1541.30  30256.36
 1251.33  24508.18
 1216.34  23865.31
 1374.94  27003.66
 1383.51  27144.31
 1533.91  30130.44
 1501.06  29433.10
 1672.81  32830.81
 1445.10  28382.13
 1523.34  29885.74
 1751.35  34434.37
 1664.54  32666.28
 1693.60  33185.50
 1539.03  30219.07
 1546.70  30344.66
 1432.45  28074.33
 1441.17  28217.26
 1265.68  24841.75
 1417.09  27850.42
 1511.72  29638.51
 1629.84  32010.71
 1808.09  35628.14
 1819.21  35667.85
 1863.14  36525.28
 1696.97  33211.64
 1750.54  34350.99
 1691.62  33122.78
 1948.55  38243.47
 1869.44  36719.15
 1880.99  37030.05
 1553.04  30422.74
 1485.55  29166.61
 1579.79  31000.66
 1655.30  32466.07
 1518.94  29776.24
 1601.59  31388.70
 1881.47  36990.05
 1944.77  38156.78
 1899.08  37277.26
 1997.66  39294.69
 1983.63  38949.53
 2147.96  42280.08
 1986.80  38985.81
 1939.65  38064.46
 1378.61  27083.72
 1976.38  38778.53
 1597.38  31402.40
 1597.78  31314.00
 1813.11  35590.94
 1660.07  32612.02
 1673.33  32908.41
 1968.53  38582.22
 2104.02  41352.70
 1852.30  36353.13
 1701.11  33406.29
 1764.88  34572.90
 2070.01  40738.78
 1975.21  38725.43
 1763.05  34606.37
 1722.91  33864.25
 2238.50  43973.44
 2396.77  47141.91
 1633.11  31985.67
 2149.64  42253.98
 2228.03  43760.66
 2021.76  39703.47
 2298.03  45185.54
 1758.83  34415.78
 2095.69  41277.35
 2268.07  44475.33
 2335.33  45886.85
 2019.60  39614.05
 2392.73  47053.99
 2083.15  40882.68
 2251.48  44250.26
 2444.53  48045.33
 1772.26  34758.82
 2157.86  42405.83
 1967.97  38648.57
 1975.63  38799.01
 2200.44  43302.39
 2279.15  44780.94
 2497.88  49087.39
 2153.97  42200.17
 2280.17  44863.13
 2394.49  46953.73
 2340.68  46016.02
 2050.25  40269.17
 1815.43  35710.88
 2162.25  42526.49
 2654.63  52212.82
 2497.93  49045.34
 2314.14  45534.38
 2780.88  54627.73
 2523.06  49610.40
 2762.80  54218.74
 2300.13  45164.36
 2548.76  50103.55
 2225.44  43717.40
 2360.87  46305.36
 2642.39  51907.24
 2477.32  48778.54
 2403.53  47238.65
 2641.18  51788.80
 2881.30  56632.28
 2583.60  50683.54
 2529.82  49767.12
 2055.66  40440.28
 2392.25  47072.48
 2049.79  40238.66
 3134.22  61575.68
 2844.69  55941.73
 2528.10  49648.92
 2583.69  50689.11
 2418.14  47473.52
 2769.66  54389.78
 2796.74  54979.66
 2776.46  54540.41
 2409.57  47315.15
 2599.47  51140.95
 2604.86  51316.63
 2444.98  48018.21
 3001.26  58926.65
 3246.92  63823.20
 3256.26  63985.49
 2739.18  53880.36
 2750.80  54038.40
 2715.10  53338.68
 2791.99  54863.40
 3405.77  66933.39
 3191.81  62760.57
 2918.68  57255.56
 3751.81  73747.62
 3257.91  64050.68
 3099.28  60847.23
 3422.28  67317.84
 3351.84  65853.45
 2918.64  57370.27
 2983.17  58658.40
 2788.03  54865.62
 3580.38  70310.68
 3352.14  65902.25
 2969.64  58369.40
 3291.78  64692.50
 3836.18  75459.16
 3278.87  64415.26
 2799.63  54971.91
 3162.05  62114.46
 3307.98  65109.24
 3578.18  70325.30
 3613.76  71057.78
 3328.46  65330.63
 3118.40  61301.05
 3930.73  77267.89
 3645.59  71686.27
 2943.44  57750.16
 3137.26  61623.56
 3445.24  67739.29
 3094.29  60782.96
 3339.31  65584.18
 3164.86  62322.59
 3851.04  75581.40
 3482.48  68478.22
 3567.60  70170.91
 3430.40  67394.67
 3728.40  73330.02
 3756.43  73813.24
 3468.65  68325.78
 3526.20  69220.68
 3090.45  60644.48
 4073.97  80121.21
 4233.37  83140.96
 3534.40  69427.73
 3899.24  76667.02
 4356.80  85658.29
 4376.50  86001.63
 3479.92  68403.19
 3815.04  75092.12
 3690.12  72410.04
 4435.92  87287.79
 3899.15  76593.94
 3723.14  73140.36
 3776.17  74269.88
 4055.58  79710.96
 4143.23  81366.21
 3870.47  76056.90
 3565.22  70161.67
 4031.42  79183.79
 3521.11  69199.60
 3714.90  72984.40
 3654.56  71776.36
 4669.16  91762.62
 4726.15  92886.55
 4503.71  88618.69
 4467.81  87837.20
 4704.46  92475.78
 3794.98  74554.31
 4213.20  82781.96
 4453.83  87525.46
 4865.55  95584.25
 3936.00  77364.19
 4315.38  84712.50
 3934.21  77367.38
 4187.73  82457.42
 5298.35  104058.1
 4011.17  78738.54
 4191.08  82384.82
 4167.35  81948.19
 4882.43  95902.24
 5312.08  104363.0
 4500.43  88457.35
 4376.34  85985.71
 4382.99  86118.17
 4755.47  93488.12
 4672.89  91811.86
 4671.02  91791.64
 4275.74  83975.91
 4420.99  86879.36
 4727.98  93066.51
 5640.58  109565.8
 4525.51  88838.29
 5752.43  112058.6
 5832.53  111646.9
 5102.14  100056.6
 4283.08  84225.21
 5299.34  104041.5
 5984.73  114509.4
 5811.73  111882.1
 5291.71  103899.9
 4889.14  96187.22
 5190.85  101836.3
 5383.29  105916.8
 5965.70  113437.1
 6199.05  115098.9
 5908.62  112954.9
 6079.22  114683.8
 5315.04  104291.2
 5008.06  98426.10
 5856.25  111162.1
 6017.42  113740.3
 5117.62  100377.0
 5315.37  104309.7
 5081.41  99484.43
 6091.82  114358.3
 6143.98  114050.7
 5561.14  108773.0
 5633.39  109538.2
 6114.08  114477.8
 5823.26  111677.4
 5779.17  110918.5
 5572.72  107867.7
 6163.21  114383.6
 5570.06  108034.6
 2059.40  26578.11
    1.04      0.64
    1.87      0.44
    2.11      0.26
    2.43      0.21
    1.97      0.26
    3.05      0.29
    1.28      0.27
    0.92      0.30
    0.58      0.15
    0.66      0.23
    1.43      0.20
    1.46      0.34
    1.66      0.13
    1.97      0.22
    2.00      0.24
    1.53      0.18
    1.29      0.27
    0.80      0.21
    0.53      0.22
 3059.64  12714.05
 5775.13  111062.7
 5734.03  110340.1
 5538.62  106767.5
 5169.11  101007.2
 6019.27  113813.1
 6199.87  115303.3
 5985.34  113430.4
 5974.28  113644.6
 6224.24  114554.9
 6106.36  114992.2
 6229.64  115134.1
 6229.26  114639.4
 6140.70  114120.8
 6015.71  113304.8
 6245.39  114630.6
 6235.21  114016.7
 5488.69  105327.6
 5576.36  106286.2
 6300.28  115019.9
 6271.10  114884.0
 6279.58  114656.7
 6034.83  113322.5
 6227.22  115156.7
 6313.02  115164.0
 6205.07  114614.2
 6194.20  114867.0
 6281.01  114906.7
 6036.02  112187.8
 6230.57  114386.4
 6286.77  114476.5
 6270.85  114366.7
 6190.90  115117.4
 6285.96  115107.7
 6277.89  114804.2
 6294.03  114769.2
 6252.78  114234.2
 6217.81  113769.7
 6330.12  115396.6
 6310.11  114881.7
 6291.73  114827.3
 6292.47  114641.3
 6316.49  115396.2
 6266.14  114126.7
 6273.55  114714.2
 6290.20  114385.1
 6290.63  115035.3
 6220.69  114850.9
 6308.48  114716.6
 6325.32  115436.3
 6249.12  115119.9
 6317.26  115191.7
 6318.96  115389.2
 6294.36  114998.2
 6304.17  114336.9
 6296.85  114529.6
 6305.20  115255.3
 6212.76  113519.8
 5996.28  112071.1
 6312.78  115160.8
 6321.87  114952.1
 6269.64  114102.0
 6289.01  115180.9
 6334.70  115213.8
 6302.01  114903.7
 6279.66  114395.1
 6265.18  114260.6
 6220.02  114090.6
 6307.56  114823.2
 6314.18  115327.6
 6335.38  114897.7
 6320.86  114895.3
 6301.33  115407.4
 6342.16  115416.6
 6321.93  115213.2
 6291.01  114524.8
 6187.53  111849.2
 6319.48  114949.2
 6328.87  115364.5
 6291.95  114492.9
 6252.20  113211.7
 6251.27  114031.3
 6313.20  114653.9
 5699.40  107063.5
 6267.48  114631.9
 6283.35  115212.0
 6301.90  114407.9
 6312.75  115069.3
 6274.43  114496.1
 6314.35  115072.9
 6290.01  114460.7
 6316.03  114374.0
 6298.47  114451.5
 6273.66  114369.5
 6332.84  115234.8
 6293.70  114197.8
 6324.30  115194.8
 6294.42  114577.4
 6331.48  115155.9
 6319.86  115008.0
 6314.30  114882.5
 6327.84  114823.5
 6199.51  112508.0
 6344.79  115158.6
 6314.06  115386.7
 6327.39  114979.2
 6332.46  115195.7
 6304.75  114677.0
 6316.60  114670.3
 6239.71  113286.0
 6302.15  114514.5
 6334.97  115249.4
 6328.74  114927.1
 6313.74  114732.4
 6280.78  114317.6
 6322.05  114309.9
 6306.55  114734.3
 6321.22  115011.7
 6320.38  114973.8
 6336.55  115097.0
 6308.82  114607.8
 6249.23  113572.6
 6307.89  114484.4
 6324.97  115207.3
 6327.22  114824.6
 6340.17  115112.7
 6305.17  114948.6
 6298.37  114247.4
 6310.16  114637.1
 6308.70  114726.1
 6336.71  115127.6
 6329.21  114880.4
 6299.89  114742.4
 6309.38  114562.9
