time               total        used        free      shared  buff/cache   available
2023-07-31 11:37:16  Mem:           125G         13G        111G        1.1M        271M        111G
2023-07-31 11:37:19  Mem:           125G         13G        111G        1.1M        272M        111G
2023-07-31 11:37:22  Mem:           125G         13G        111G        1.1M        272M        110G
2023-07-31 11:37:25  Mem:           125G         13G        111G        1.1M        272M        110G
2023-07-31 11:37:28  Mem:           125G         13G        111G        1.1M        272M        110G
2023-07-31 11:37:31  Mem:           125G         13G        111G        1.1M        279M        110G
2023-07-31 11:37:34  Mem:           125G         13G        111G        1.1M        299M        110G
2023-07-31 11:37:37  Mem:           125G         13G        111G        1.1M        321M        110G
2023-07-31 11:37:40  Mem:           125G         13G        110G        1.1M        351M        110G
2023-07-31 11:37:43  Mem:           125G         13G        110G        1.1M        376M        110G
2023-07-31 11:37:46  Mem:           125G         13G        110G        1.1M        399M        110G
2023-07-31 11:37:49  Mem:           125G         13G        110G        1.1M        432M        110G
2023-07-31 11:37:52  Mem:           125G         13G        110G        1.1M        457M        110G
2023-07-31 11:37:55  Mem:           125G         13G        110G        1.1M        483M        110G
2023-07-31 11:37:58  Mem:           125G         13G        110G        1.1M        509M        110G
2023-07-31 11:38:02  Mem:           125G         13G        110G        1.1M        537M        110G
2023-07-31 11:38:05  Mem:           125G         14G        110G        1.1M        566M        110G
2023-07-31 11:38:08  Mem:           125G         14G        110G        1.1M        595M        110G
2023-07-31 11:38:11  Mem:           125G         14G        110G        1.1M        622M        110G
2023-07-31 11:38:14  Mem:           125G         14G        110G        1.1M        650M        110G
2023-07-31 11:38:17  Mem:           125G         14G        110G        1.1M        677M        110G
2023-07-31 11:38:20  Mem:           125G         14G        110G        1.1M        706M        110G
2023-07-31 11:38:23  Mem:           125G         14G        110G        1.1M        733M        110G
2023-07-31 11:38:26  Mem:           125G         14G        110G        1.1M        753M        110G
2023-07-31 11:38:29  Mem:           125G         14G        110G        1.1M        782M        110G
2023-07-31 11:38:32  Mem:           125G         14G        110G        1.1M        810M        110G
2023-07-31 11:38:35  Mem:           125G         14G        110G        1.1M        840M        110G
2023-07-31 11:38:38  Mem:           125G         14G        110G        1.1M        872M        110G
2023-07-31 11:38:41  Mem:           125G         14G        110G        1.1M        901M        109G
2023-07-31 11:38:44  Mem:           125G         14G        109G        1.1M        932M        109G
2023-07-31 11:38:47  Mem:           125G         14G        109G        1.1M        962M        109G
2023-07-31 11:38:50  Mem:           125G         14G        109G        1.1M        995M        109G
2023-07-31 11:38:53  Mem:           125G         14G        109G        1.1M        1.0G        109G
2023-07-31 11:38:56  Mem:           125G         14G        109G        1.1M        1.0G        109G
2023-07-31 11:38:59  Mem:           125G         14G        109G        1.1M        1.1G        109G
2023-07-31 11:39:02  Mem:           125G         14G        109G        1.1M        1.1G        109G
2023-07-31 11:39:05  Mem:           125G         14G        109G        1.1M        1.1G        109G
2023-07-31 11:39:08  Mem:           125G         14G        109G        1.1M        1.2G        109G
2023-07-31 11:39:11  Mem:           125G         14G        109G        1.1M        1.2G        109G
2023-07-31 11:39:14  Mem:           125G         14G        109G        1.1M        1.2G        109G
2023-07-31 11:39:17  Mem:           125G         14G        109G        1.1M        1.3G        109G
