time               total        used        free      shared  buff/cache   available
2023-08-01 12:04:27  Mem:           125G         17G        103G        1.1M        4.1G        106G
2023-08-01 12:04:30  Mem:           125G         17G        103G        1.1M        4.1G        106G
2023-08-01 12:04:33  Mem:           125G         17G        103G        1.1M        4.1G        106G
2023-08-01 12:04:36  Mem:           125G         17G        103G        1.1M        4.1G        106G
2023-08-01 12:04:39  Mem:           125G         17G        103G        1.1M        4.2G        106G
2023-08-01 12:04:42  Mem:           125G         17G        103G        1.1M        4.2G        106G
2023-08-01 12:04:45  Mem:           125G         17G        103G        1.1M        4.2G        106G
2023-08-01 12:04:48  Mem:           125G         17G        103G        1.1M        4.2G        106G
2023-08-01 12:04:51  Mem:           125G         17G        103G        1.1M        4.3G        106G
2023-08-01 12:04:54  Mem:           125G         17G        103G        1.1M        4.3G        106G
2023-08-01 12:04:57  Mem:           125G         17G        103G        1.1M        4.3G        106G
2023-08-01 12:05:00  Mem:           125G         17G        103G        1.1M        4.3G        106G
2023-08-01 12:05:04  Mem:           125G         17G        103G        1.1M        4.3G        106G
2023-08-01 12:05:07  Mem:           125G         17G        103G        1.1M        4.4G        106G
2023-08-01 12:05:10  Mem:           125G         17G        103G        1.1M        4.4G        106G
2023-08-01 12:05:13  Mem:           125G         17G        103G        1.1M        4.4G        106G
2023-08-01 12:05:16  Mem:           125G         17G        102G        1.1M        4.4G        106G
2023-08-01 12:05:19  Mem:           125G         17G        102G        1.1M        4.5G        106G
2023-08-01 12:05:22  Mem:           125G         17G        102G        1.1M        4.5G        106G
2023-08-01 12:05:25  Mem:           125G         17G        102G        1.1M        4.5G        106G
2023-08-01 12:05:28  Mem:           125G         17G        102G        1.1M        4.5G        106G
2023-08-01 12:05:31  Mem:           125G         17G        102G        1.1M        4.5G        106G
2023-08-01 12:05:34  Mem:           125G         17G        102G        1.1M        4.6G        106G
2023-08-01 12:05:37  Mem:           125G         17G        102G        1.1M        4.6G        106G
2023-08-01 12:05:40  Mem:           125G         17G        102G        1.1M        4.6G        106G
2023-08-01 12:05:43  Mem:           125G         17G        102G        1.1M        4.6G        106G
2023-08-01 12:05:46  Mem:           125G         17G        102G        1.1M        4.7G        106G
2023-08-01 12:05:49  Mem:           125G         17G        102G        1.1M        4.7G        106G
2023-08-01 12:05:52  Mem:           125G         17G        102G        1.1M        4.7G        106G
2023-08-01 12:05:55  Mem:           125G         17G        102G        1.1M        4.7G        106G
2023-08-01 12:05:58  Mem:           125G         17G        102G        1.1M        4.8G        106G
2023-08-01 12:06:01  Mem:           125G         18G        102G        1.1M        4.8G        106G
2023-08-01 12:06:04  Mem:           125G         18G        102G        1.1M        4.8G        106G
2023-08-01 12:06:07  Mem:           125G         18G        102G        1.1M        4.8G        106G
2023-08-01 12:06:10  Mem:           125G         18G        102G        1.1M        4.8G        106G
2023-08-01 12:06:13  Mem:           125G         18G        102G        1.1M        4.9G        106G
2023-08-01 12:06:16  Mem:           125G         18G        102G        1.1M        4.9G        106G
2023-08-01 12:06:19  Mem:           125G         18G        102G        1.1M        4.9G        106G
2023-08-01 12:06:22  Mem:           125G         18G        102G        1.1M        4.9G        106G
2023-08-01 12:06:25  Mem:           125G         18G        102G        1.1M        5.0G        106G
2023-08-01 12:06:28  Mem:           125G         18G        102G        1.1M        5.0G        106G
2023-08-01 12:06:31  Mem:           125G         18G        101G        1.1M        5.0G        106G
2023-08-01 12:06:34  Mem:           125G         18G        101G        1.1M        5.0G        106G
2023-08-01 12:06:37  Mem:           125G         18G        101G        1.1M        5.0G        105G
2023-08-01 12:06:40  Mem:           125G         18G        101G        1.1M        5.1G        105G
2023-08-01 12:06:43  Mem:           125G         18G        101G        1.1M        5.1G        105G
2023-08-01 12:06:46  Mem:           125G         18G        101G        1.1M        5.1G        105G
2023-08-01 12:06:49  Mem:           125G         18G        101G        1.1M        5.1G        105G
2023-08-01 12:06:52  Mem:           125G         18G        101G        1.1M        5.2G        105G
2023-08-01 12:06:55  Mem:           125G         18G        101G        1.1M        5.2G        105G
2023-08-01 12:06:58  Mem:           125G         18G        101G        1.1M        5.2G        105G
2023-08-01 12:07:01  Mem:           125G         18G        101G        1.1M        5.2G        105G
2023-08-01 12:07:04  Mem:           125G         18G        101G        1.1M        5.2G        105G
2023-08-01 12:07:07  Mem:           125G         18G        101G        1.1M        5.3G        105G
2023-08-01 12:07:10  Mem:           125G         18G        101G        1.1M        5.3G        105G
2023-08-01 12:07:14  Mem:           125G         18G        101G        1.1M        5.3G        105G
2023-08-01 12:07:17  Mem:           125G         18G        101G        1.1M        5.3G        105G
2023-08-01 12:07:20  Mem:           125G         18G        101G        1.1M        5.4G        105G
2023-08-01 12:07:23  Mem:           125G         18G        101G        1.1M        5.4G        105G
2023-08-01 12:07:26  Mem:           125G         18G        101G        1.1M        5.4G        105G
2023-08-01 12:07:29  Mem:           125G         18G        101G        1.1M        5.4G        105G
2023-08-01 12:07:33  Mem:           125G         18G        101G        1.1M        5.5G        105G
2023-08-01 12:07:36  Mem:           125G         18G        101G        1.1M        5.5G        105G
2023-08-01 12:07:39  Mem:           125G         18G        101G        1.1M        5.5G        105G
2023-08-01 12:07:42  Mem:           125G         18G        100G        1.1M        5.5G        105G
2023-08-01 12:07:45  Mem:           125G         18G        100G        1.1M        5.6G        105G
2023-08-01 12:07:48  Mem:           125G         18G        100G        1.1M        5.6G        105G
2023-08-01 12:07:51  Mem:           125G         18G        100G        1.1M        5.6G        105G
2023-08-01 12:07:54  Mem:           125G         18G        100G        1.1M        5.6G        105G
2023-08-01 12:07:57  Mem:           125G         18G        100G        1.1M        5.7G        105G
2023-08-01 12:08:00  Mem:           125G         18G        100G        1.1M        5.7G        105G
2023-08-01 12:08:03  Mem:           125G         18G        100G        1.1M        5.7G        105G
2023-08-01 12:08:06  Mem:           125G         18G        100G        1.1M        5.7G        105G
2023-08-01 12:08:09  Mem:           125G         18G        100G        1.1M        5.7G        105G
2023-08-01 12:08:12  Mem:           125G         18G        100G        1.1M        5.8G        105G
2023-08-01 12:08:15  Mem:           125G         18G        100G        1.1M        5.8G        105G
2023-08-01 12:08:18  Mem:           125G         18G        100G        1.1M        5.8G        105G
2023-08-01 12:08:21  Mem:           125G         18G        100G        1.1M        5.8G        105G
2023-08-01 12:08:24  Mem:           125G         18G        100G        1.1M        5.9G        105G
2023-08-01 12:08:27  Mem:           125G         18G        100G        1.1M        5.9G        105G
2023-08-01 12:08:30  Mem:           125G         18G        100G        1.1M        5.9G        105G
2023-08-01 12:08:33  Mem:           125G         18G        100G        1.1M        5.9G        105G
2023-08-01 12:08:36  Mem:           125G         18G        100G        1.1M        6.0G        105G
2023-08-01 12:08:39  Mem:           125G         18G        100G        1.1M        6.0G        105G
2023-08-01 12:08:42  Mem:           125G         18G        100G        1.1M        6.0G        105G
2023-08-01 12:08:45  Mem:           125G         18G        100G        1.1M        6.0G        105G
2023-08-01 12:08:48  Mem:           125G         19G        100G        1.1M        6.0G        105G
2023-08-01 12:08:51  Mem:           125G         19G        100G        1.1M        6.1G        105G
2023-08-01 12:08:54  Mem:           125G         19G        100G        1.1M        6.1G        105G
2023-08-01 12:08:57  Mem:           125G         19G         99G        1.1M        6.1G        105G
2023-08-01 12:09:00  Mem:           125G         19G         99G        1.1M        6.1G        105G
2023-08-01 12:09:03  Mem:           125G         19G         99G        1.1M        6.2G        105G
2023-08-01 12:09:06  Mem:           125G         19G         99G        1.1M        6.2G        105G
2023-08-01 12:09:09  Mem:           125G         19G         99G        1.1M        6.2G        105G
2023-08-01 12:09:12  Mem:           125G         19G         99G        1.1M        6.2G        105G
2023-08-01 12:09:15  Mem:           125G         19G         99G        1.1M        6.3G        105G
2023-08-01 12:09:18  Mem:           125G         19G         99G        1.1M        6.3G        105G
2023-08-01 12:09:21  Mem:           125G         19G         99G        1.1M        6.3G        104G
2023-08-01 12:09:24  Mem:           125G         19G         99G        1.1M        6.3G        104G
2023-08-01 12:09:27  Mem:           125G         19G         99G        1.1M        6.3G        104G
2023-08-01 12:09:30  Mem:           125G         19G         99G        1.1M        6.4G        104G
2023-08-01 12:09:33  Mem:           125G         19G         99G        1.1M        6.4G        104G
2023-08-01 12:09:36  Mem:           125G         19G         99G        1.1M        6.4G        104G
2023-08-01 12:09:39  Mem:           125G         19G         99G        1.1M        6.4G        104G
2023-08-01 12:09:42  Mem:           125G         19G         99G        1.1M        6.5G        104G
2023-08-01 12:09:45  Mem:           125G         19G         99G        1.1M        6.5G        104G
2023-08-01 12:09:48  Mem:           125G         19G         99G        1.1M        6.5G        104G
2023-08-01 12:09:51  Mem:           125G         19G         99G        1.1M        6.5G        104G
2023-08-01 12:09:54  Mem:           125G         19G         99G        1.1M        6.6G        104G
2023-08-01 12:09:57  Mem:           125G         19G         99G        1.1M        6.6G        104G
2023-08-01 12:10:00  Mem:           125G         19G         99G        1.1M        6.6G        104G
2023-08-01 12:10:03  Mem:           125G         19G         99G        1.1M        6.6G        104G
2023-08-01 12:10:06  Mem:           125G         19G         99G        1.1M        6.7G        104G
2023-08-01 12:10:09  Mem:           125G         19G         98G        1.1M        6.7G        104G
2023-08-01 12:10:12  Mem:           125G         19G         98G        1.1M        6.7G        104G
2023-08-01 12:10:15  Mem:           125G         19G         98G        1.1M        6.7G        104G
2023-08-01 12:10:18  Mem:           125G         19G         98G        1.1M        6.7G        104G
2023-08-01 12:10:21  Mem:           125G         19G         98G        1.1M        6.8G        104G
2023-08-01 12:10:24  Mem:           125G         19G         98G        1.1M        6.8G        104G
2023-08-01 12:10:27  Mem:           125G         19G         98G        1.1M        6.8G        104G
2023-08-01 12:10:30  Mem:           125G         19G         98G        1.1M        6.8G        104G
2023-08-01 12:10:33  Mem:           125G         19G         98G        1.1M        6.9G        104G
2023-08-01 12:10:36  Mem:           125G         19G         98G        1.1M        6.9G        104G
2023-08-01 12:10:40  Mem:           125G         19G         98G        1.1M        6.9G        104G
2023-08-01 12:10:43  Mem:           125G         19G         98G        1.1M        6.9G        104G
2023-08-01 12:10:46  Mem:           125G         19G         98G        1.1M        7.0G        104G
2023-08-01 12:10:49  Mem:           125G         19G         98G        1.1M        7.0G        104G
2023-08-01 12:10:52  Mem:           125G         19G         98G        1.1M        7.0G        104G
2023-08-01 12:10:55  Mem:           125G         19G         98G        1.1M        7.0G        104G
2023-08-01 12:10:58  Mem:           125G         19G         98G        1.1M        7.0G        104G
2023-08-01 12:11:01  Mem:           125G         19G         98G        1.1M        7.1G        104G
2023-08-01 12:11:04  Mem:           125G         19G         98G        1.1M        7.1G        104G
2023-08-01 12:11:07  Mem:           125G         19G         98G        1.1M        7.1G        104G
2023-08-01 12:11:10  Mem:           125G         19G         98G        1.1M        7.1G        104G
2023-08-01 12:11:13  Mem:           125G         19G         98G        1.1M        7.2G        104G
2023-08-01 12:11:16  Mem:           125G         19G         98G        1.1M        7.2G        104G
2023-08-01 12:11:19  Mem:           125G         19G         98G        1.1M        7.2G        104G
2023-08-01 12:11:22  Mem:           125G         19G         97G        1.1M        7.2G        104G
2023-08-01 12:11:25  Mem:           125G         19G         97G        1.1M        7.3G        104G
2023-08-01 12:11:28  Mem:           125G         19G         97G        1.1M        7.3G        104G
2023-08-01 12:11:31  Mem:           125G         20G         97G        1.1M        7.3G        104G
2023-08-01 12:11:34  Mem:           125G         20G         97G        1.1M        7.3G        104G
2023-08-01 12:11:37  Mem:           125G         20G         97G        1.1M        7.4G        104G
2023-08-01 12:11:40  Mem:           125G         20G         97G        1.1M        7.4G        104G
2023-08-01 12:11:43  Mem:           125G         20G         97G        1.1M        7.4G        104G
2023-08-01 12:11:46  Mem:           125G         20G         97G        1.1M        7.4G        104G
2023-08-01 12:11:49  Mem:           125G         20G         97G        1.1M        7.5G        104G
2023-08-01 12:11:52  Mem:           125G         20G         97G        1.1M        7.5G        104G
2023-08-01 12:11:55  Mem:           125G         20G         97G        1.1M        7.5G        104G
2023-08-01 12:11:58  Mem:           125G         20G         97G        1.1M        7.5G        104G
2023-08-01 12:12:01  Mem:           125G         20G         97G        1.1M        7.5G        104G
2023-08-01 12:12:04  Mem:           125G         20G         97G        1.1M        7.6G        104G
2023-08-01 12:12:07  Mem:           125G         20G         97G        1.1M        7.6G        103G
2023-08-01 12:12:10  Mem:           125G         20G         97G        1.1M        7.6G        103G
2023-08-01 12:12:13  Mem:           125G         20G         97G        1.1M        7.6G        103G
2023-08-01 12:12:16  Mem:           125G         20G         97G        1.1M        7.7G        103G
2023-08-01 12:12:19  Mem:           125G         20G         97G        1.1M        7.7G        103G
2023-08-01 12:12:22  Mem:           125G         20G         97G        1.1M        7.7G        103G
2023-08-01 12:12:25  Mem:           125G         20G         97G        1.1M        7.7G        103G
2023-08-01 12:12:28  Mem:           125G         20G         97G        1.1M        7.8G        103G
2023-08-01 12:12:31  Mem:           125G         20G         96G        1.1M        7.8G        103G
2023-08-01 12:12:34  Mem:           125G         20G         96G        1.1M        7.8G        103G
2023-08-01 12:12:37  Mem:           125G         20G         96G        1.1M        7.8G        103G
2023-08-01 12:12:40  Mem:           125G         20G         96G        1.1M        7.9G        103G
2023-08-01 12:12:43  Mem:           125G         20G         96G        1.1M        7.9G        103G
2023-08-01 12:12:46  Mem:           125G         20G         96G        1.1M        7.9G        103G
2023-08-01 12:12:49  Mem:           125G         20G         96G        1.1M        7.9G        103G
2023-08-01 12:12:52  Mem:           125G         20G         96G        1.1M        8.0G        103G
2023-08-01 12:12:55  Mem:           125G         20G         96G        1.1M        8.0G        103G
2023-08-01 12:12:58  Mem:           125G         20G         96G        1.1M        8.0G        103G
2023-08-01 12:13:01  Mem:           125G         20G         96G        1.1M        8.0G        103G
2023-08-01 12:13:04  Mem:           125G         20G         96G        1.1M        8.0G        103G
2023-08-01 12:13:08  Mem:           125G         20G         96G        1.1M        8.1G        103G
2023-08-01 12:13:11  Mem:           125G         20G         96G        1.1M        8.1G        103G
2023-08-01 12:13:14  Mem:           125G         20G         96G        1.1M        8.1G        103G
2023-08-01 12:13:17  Mem:           125G         20G         96G        1.1M        8.1G        103G
2023-08-01 12:13:20  Mem:           125G         20G         96G        1.1M        8.2G        103G
2023-08-01 12:13:23  Mem:           125G         20G         96G        1.1M        8.2G        103G
2023-08-01 12:13:26  Mem:           125G         20G         96G        1.1M        8.2G        103G
2023-08-01 12:13:29  Mem:           125G         20G         96G        1.1M        8.2G        103G
2023-08-01 12:13:32  Mem:           125G         20G         96G        1.1M        8.3G        103G
2023-08-01 12:13:35  Mem:           125G         20G         96G        1.1M        8.3G        103G
2023-08-01 12:13:38  Mem:           125G         20G         96G        1.1M        8.3G        103G
2023-08-01 12:13:41  Mem:           125G         20G         96G        1.1M        8.3G        103G
2023-08-01 12:13:44  Mem:           125G         20G         95G        1.1M        8.4G        103G
2023-08-01 12:13:47  Mem:           125G         20G         95G        1.1M        8.4G        103G
2023-08-01 12:13:50  Mem:           125G         20G         95G        1.1M        8.4G        103G
2023-08-01 12:13:53  Mem:           125G         20G         95G        1.1M        8.4G        103G
2023-08-01 12:13:56  Mem:           125G         20G         95G        1.1M        8.5G        103G
2023-08-01 12:13:59  Mem:           125G         20G         95G        1.1M        8.5G        103G
2023-08-01 12:14:02  Mem:           125G         20G         95G        1.1M        8.5G        103G
2023-08-01 12:14:05  Mem:           125G         20G         95G        1.1M        8.5G        103G
2023-08-01 12:14:08  Mem:           125G         20G         95G        1.1M        8.6G        103G
2023-08-01 12:14:11  Mem:           125G         20G         95G        1.1M        8.6G        103G
2023-08-01 12:14:14  Mem:           125G         21G         95G        1.1M        8.6G        103G
2023-08-01 12:14:17  Mem:           125G         21G         95G        1.1M        8.6G        103G
2023-08-01 12:14:20  Mem:           125G         21G         95G        1.1M        8.7G        103G
