Device             tps    kB_read/s    kB_wrtn/s    kB_read    kB_wrtn
vda             414.06     11610.87        57.35    5724741      28276
vda             411.66     11548.88        57.11    5729401      28332
vda             409.18     11479.24        56.77    5729401      28332
vda             406.77     11410.65        56.62    5729401      28428
vda             404.35     11342.65        56.28    5729401      28428
vda             401.97     11275.69        55.97    5729401      28440
vda             401.59     11246.17        55.64    5748253      28440
vda             402.38     11237.93        55.34    5777757      28452
vda             403.71     11244.88        55.02    5815177      28452
vda             404.81     11248.48        54.72    5850897      28464
vda             405.68     11248.71        54.41    5884873      28464
vda             406.93     11258.97        54.17    5924133      28504
vda             407.99     11265.58        53.96    5961409      28556
vda             408.90     11267.22        53.92    5996189      28696
vda             409.81     11270.51        53.77    6031865      28776
vda             410.62     11272.21        53.60    6066705      28848
vda             411.33     11272.46        53.35    6100769      28872
vda             412.19     11276.18        53.27    6136721      28992
vda             413.06     11280.99        53.02    6173293      29012
vda             413.87     11285.03        52.75    6209473      29024
vda             414.84     11290.98        52.46    6246733      29024
vda             415.70     11297.33        52.18    6284141      29024
vda             416.54     11302.04        51.92    6321117      29036
vda             417.55     11309.29        51.66    6359213      29048
vda             418.56     11317.70        51.39    6397893      29048
vda             419.71     11328.41        51.11    6438049      29048
vda             420.62     11331.01        50.86    6473973      29060
vda             421.49     11334.44        50.62    6510049      29072
vda             422.54     11341.00        50.44    6547953      29124
vda             423.50     11346.00        50.20    6584993      29136
vda             424.07     11342.38        49.95    6617029      29140
vda             424.92     11344.52        49.71    6652425      29152
vda             425.70     11345.62        49.46    6687109      29152
vda             426.25     11340.96        49.22    6718497      29160
vda             426.91     11337.10        48.98    6750337      29164
vda             427.33     11330.78        48.76    6780681      29176
vda             427.86     11325.57        48.51    6811649      29176
vda             428.27     11317.66        48.28    6840957      29184
vda             428.77     11312.44        48.05    6871853      29188
vda             429.28     11306.62        47.85    6902353      29208
vda             429.59     11297.49        47.62    6930669      29212
vda             429.98     11290.89        47.43    6960609      29240
vda             430.17     11280.80        47.21    6988341      29248
vda             430.46     11271.95        47.00    7016789      29260
vda             430.85     11264.87        46.78    7046289      29260
vda             430.92     11252.42        46.57    7072261      29272
vda             431.28     11247.03        46.35    7102725      29272
vda             431.56     11239.67        46.15    7131909      29284
vda             431.95     11234.65        45.93    7162425      29284
vda             432.22     11226.57        45.74    7191065      29296
vda             432.47     11218.48        45.52    7219653      29296
vda             432.65     11209.56        45.37    7247541      29336
vda             432.82     11201.02        45.16    7275737      29336
vda             433.12     11194.90        44.97    7305453      29348
vda             433.44     11188.84        44.77    7335181      29348
vda             433.78     11184.16        44.58    7365773      29360
vda             434.05     11176.25        44.38    7394097      29360
vda             434.29     11168.71        44.20    7422721      29372
vda             433.87     11148.00        44.00    7442513      29372
vda             434.02     11139.28        43.82    7470225      29384
vda             434.36     11135.28        43.63    7501057      29392
vda             434.60     11129.47        43.46    7530641      29404
vda             434.83     11122.79        43.26    7559601      29404
vda             435.06     11115.87        43.13    7588245      29440
vda             435.27     11108.98        42.94    7616981      29444
vda             435.33     11098.62        42.77    7643285      29456
vda             435.56     11091.54        42.59    7671797      29456
vda             435.74     11085.42        42.42    7700929      29468
vda             436.03     11080.18        42.24    7730529      29468
vda             436.17     11071.81        42.07    7758017      29480
vda             436.31     11065.33        41.89    7786785      29480
vda             436.64     11060.99        41.73    7816913      29492
vda             436.77     11053.47        41.56    7844865      29492
vda             436.98     11047.73        41.40    7874049      29508
vda             437.28     11043.39        41.27    7904193      29540
vda             437.50     11038.10        41.13    7933521      29564
vda             437.72     11032.43        40.98    7963649      29580
vda             437.95     11027.03        40.83    7992945      29592
vda             438.08     11019.59        40.66    8020721      29592
vda             438.21     11012.02        40.51    8048353      29604
vda             438.50     11009.74        40.34    8079825      29604
vda             438.72     11005.56        40.19    8109777      29616
vda             439.10     11004.45        40.03    8142081      29616
vda             439.31     10999.28        39.88    8171361      29628
vda             439.51     10994.17        39.72    8200549      29628
vda             439.80     10990.17        39.58    8230645      29640
vda             439.98     10986.17        39.46    8260721      29672
vda             440.28     10984.52        39.33    8292541      29692
vda             440.38     10978.89        39.18    8321341      29692
vda             440.67     10975.73        39.04    8351869      29704
vda             440.86     10970.87        38.88    8381197      29704
vda             440.97     10964.22        38.75    8409117      29716
vda             441.08     10957.64        38.59    8437053      29716
vda             441.43     10955.60        38.46    8468461      29728
vda             441.37     10946.69        38.31    8494413      29728
vda             441.48     10940.89        38.18    8522845      29740
vda             441.73     10937.94        38.03    8553469      29740
vda             441.75     10930.96        37.92    8580909      29764
vda             441.78     10922.56        37.78    8607197      29768
vda             441.95     10918.36        37.66    8636749      29788
vda             442.12     10914.81        37.52    8666685      29788
vda             442.30     10910.35        37.39    8695981      29800
vda             442.56     10908.75        37.25    8727541      29800
vda             442.58     10901.33        37.12    8754421      29812
vda             442.75     10897.20        36.99    8783797      29812
vda             443.07     10896.84        36.86    8816309      29824
vda             443.31     10894.11        36.73    8846885      29824
vda             443.41     10889.13        36.61    8875617      29836
vda             443.66     10887.23        36.47    8906845      29836
vda             443.90     10884.60        36.39    8937457      29876
vda             444.07     10881.29        36.25    8967489      29876
vda             444.08     10875.06        36.14    8995089      29888
vda             444.34     10874.13        36.00    9026945      29888
vda             444.50     10871.91        35.90    9057825      29908
vda             444.60     10867.53        35.77    9086881      29908
vda             444.84     10865.31        35.66    9117729      29920
vda             444.92     10860.82        35.53    9146653      29920
vda             445.15     10859.40        35.42    9178041      29932
vda             445.31     10855.91        35.29    9207769      29932
vda             445.39     10851.00        35.18    9236265      29948
vda             445.47     10846.76        35.08    9265305      29968
vda             445.63     10843.99        34.98    9295465      29988
vda             445.78     10839.75        34.86    9324457      29988
vda             445.96     10836.96        34.75    9354681      30000
vda             446.15     10834.27        34.63    9384969      30000
vda             446.30     10831.45        34.53    9415125      30012
vda             446.59     10830.62        34.41    9447009      30012
